budget,corr_dim_pub,density_kl,dim,diverged,epochs,err_h1,err_h10,err_h100,err_h1000,err_h200,err_h50,err_h500,final_train_loss,kaplan_yorke_dim,lyap_max,lyap_time_per_step,n_params,n_train,nrmse_1,pts_per_period,rollout_steps,seed,smape_1,smape_all,spectrum_error,system,vpt_censored,vpt_lyap,vpt_steps,wall_s
1000,1.6403587221370042,0.017142267520325476,3,False,200,0.00968580786138773,0.14190727472305298,0.3660309910774231,1.0605485439300537,0.7328279614448547,0.7197803258895874,0.5964509844779968,6.675090611679479e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,1011,8000,0.008674376815390027,20,1000,0,0.010626673756441824,0.6120208962219863,0.4767767146749773,GlycolyticOscillation,False,1.0351783632730192,19.0,19.09
1000,1.6403587221370042,1.0174720359237415,3,False,200,0.010063608177006245,0.3057832419872284,0.7469220161437988,1.3544968366622925,0.7355448603630066,0.5187312960624695,0.9991162419319153,8.963283555931412e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,1011,8000,0.009004627287496887,20,1000,1,0.014916116037358885,0.7914910331263404,1.6838052687623541,GlycolyticOscillation,False,0.4358645740096923,8.0,16.62
1000,1.6403587221370042,1.3799331950444451,3,False,200,0.00927398819476366,0.2943984270095825,0.867479681968689,1.3385796546936035,0.8353316783905029,0.6248862743377686,0.9931185841560364,4.4843736628536134e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,1011,8000,0.008289730454081268,20,1000,2,0.010324663924354055,0.8239899468834039,1.7472051997355,GlycolyticOscillation,False,0.6537968610145385,12.0,16.56
3000,1.6403587221370042,0.1337518176334166,3,False,200,0.008306952193379402,0.3202615976333618,3.199721097946167,4.320041179656982,3.6885077953338623,1.6912068128585815,3.0266289710998535,4.140493832528591e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,3012,8000,0.007433192597752794,20,1000,0,0.011068525390945732,1.3668671576199358,0.6676117003837095,GlycolyticOscillation,False,0.6537968610145385,12.0,17.56
3000,1.6403587221370042,0.044740714720032215,3,False,200,0.007700280286371708,0.24438722431659698,0.44611239433288574,1.2465583086013794,0.6432369351387024,0.36720341444015503,0.7997809648513794,4.559416045958642e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,3012,8000,0.006885309765821057,20,1000,1,0.010452957680371489,0.7692135763880245,0.6706867859957845,GlycolyticOscillation,False,0.6537968610145385,12.0,17.79
3000,1.6403587221370042,0.043865165362500735,3,False,200,0.006194803398102522,0.18685036897659302,0.5676456093788147,0.8015424609184265,0.6231411099433899,0.5029104351997375,0.5648767948150635,2.757817640667781e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,3012,8000,0.005545538160371441,20,1000,2,0.007140042422443063,0.46740522008608476,0.5881026097043006,GlycolyticOscillation,False,0.6537968610145385,12.0,17.83
10000,1.6403587221370042,0.6079743486742086,3,False,200,0.004450589884072542,0.21638160943984985,0.9958543181419373,1.1597645282745361,1.1654536724090576,0.38036826252937317,1.0572445392608643,1.5483712311834097e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,9987,8000,0.00398200235125153,20,1000,0,0.006191039956993699,1.1553009355143142,0.540340038155758,GlycolyticOscillation,False,0.6537968610145385,12.0,20.64
10000,1.6403587221370042,0.06224723451080486,3,False,200,0.004491268657147884,0.2426108419895172,0.6177618503570557,0.8966734409332275,0.5633289813995361,0.4630725383758545,0.44987472891807556,2.005410074343672e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,9987,8000,0.004014561245536404,20,1000,1,0.005401825465266956,0.4419331919814219,0.5787579618448535,GlycolyticOscillation,False,0.6537968610145385,12.0,20.35
10000,1.6403587221370042,0.04845744404041493,3,False,200,0.0045066457241773605,0.20264892280101776,0.35131600499153137,0.8504383563995361,0.47288066148757935,0.45484796166419983,0.4627046287059784,1.249686803203076e-05,1.5520229717346938,0.021594561241816756,0.05448307175121154,9987,8000,0.00402982871379374,20,1000,2,0.0043431563774228585,0.3995796071701849,0.5570590197730869,GlycolyticOscillation,False,0.6537968610145385,12.0,20.52
32000,1.6403587221370042,0.014482446664151868,3,False,200,0.0032921694219112396,0.09548859298229218,0.6654626727104187,1.229750156402588,0.6543503403663635,0.2138783037662506,0.5905138850212097,6.797231144446414e-06,1.5520229717346938,0.021594561241816756,0.05448307175121154,32028,8000,0.002943720553359319,20,1000,0,0.0036641307734340775,0.7101320456534925,0.46620209461256,GlycolyticOscillation,False,1.4165598655315,26.0,29.32
32000,1.6403587221370042,0.005134668750720119,3,False,200,0.0037742091808468103,0.12990880012512207,0.5683851838111877,0.6131430268287659,0.5322712659835815,0.18498030304908752,0.4184737801551819,9.415402020749753e-06,1.5520229717346938,0.021594561241816756,0.05448307175121154,32028,8000,0.003374396971562901,20,1000,1,0.0038640099152860395,0.4174686767187492,0.3895133997938973,GlycolyticOscillation,False,1.7434582960387692,32.0,29.05
32000,1.6403587221370042,0.1476467892431312,3,False,200,0.003272790228947997,0.04516588896512985,0.8369033932685852,1.3604958057403564,1.0824222564697266,0.28397753834724426,1.1712013483047485,8.076787773461547e-06,1.5520229717346938,0.021594561241816756,0.05448307175121154,32028,8000,0.002924330952713138,20,1000,2,0.0036843369710909003,1.206726421160478,0.5173307537925801,GlycolyticOscillation,False,1.4165598655315,26.0,29.33
100000,1.6403587221370042,0.012256676183362436,3,False,200,0.0026961825788021088,0.11527851969003677,0.43315589427948,0.9688166379928589,0.5675154328346252,0.21220079064369202,0.4541321098804474,4.5117255722288975e-06,1.5520229717346938,0.021594561241816756,0.05448307175121154,99843,8000,0.002411892329812623,20,1000,0,0.0022227619716475616,0.5485577552976016,0.524666261067737,GlycolyticOscillation,False,2.833119731063,52.0,47.55
100000,1.6403587221370042,0.005588800387929541,3,False,200,0.003165353089570999,0.13579365611076355,0.634806752204895,0.8825483918190002,0.5479879379272461,0.3242345154285431,0.5173705816268921,4.2930854051519415e-06,1.5520229717346938,0.021594561241816756,0.05448307175121154,99843,8000,0.0028283298664717725,20,1000,1,0.0030791490551733964,0.42404837466560086,0.4026058384568471,GlycolyticOscillation,False,1.7434582960387692,32.0,37.09
