direct_pair_multiplier,err_direct,err_parrot,err_rollout,horizon,kaplan_yorke_dim,lyap_max,lyap_time,n_pairs_direct,n_pairs_rollout,params_direct,params_rollout,seed,system
4,0.03692957013845444,0.022842723546243084,0.0038783971685916185,16,2.3501297618370773,0.13489555530106362,0.055764743397017286,64000,16000,19859,19868,1,Aizawa
4,0.05579588934779167,0.024350908561661735,0.007100116927176714,32,2.3501297618370773,0.13489555530106362,0.11152948679403457,64000,16000,19859,19868,1,Aizawa
4,0.08722139149904251,0.030713176812762574,0.012878340668976307,64,2.3501297618370773,0.13489555530106362,0.22305897358806914,64000,16000,19859,19868,1,Aizawa
4,0.18070274591445923,0.040451736271236584,0.02246074005961418,128,2.3501297618370773,0.13489555530106362,0.4461179471761383,64000,16000,19859,19868,1,Aizawa
4,0.7463159561157227,0.057696217728622066,0.04631573334336281,256,2.3501297618370773,0.13489555530106362,0.8922358943522766,64000,16000,19859,19868,1,Aizawa
4,0.9747180938720703,0.08181202298789078,0.12661391496658325,512,2.3501297618370773,0.13489555530106362,1.7844717887045531,64000,16000,19859,19868,1,Aizawa
1,0.02383563108742237,0.02197975778819844,0.00031093115103431046,1,2.3501297618370773,0.13489555530106362,0.0034852964623135804,16000,16000,19859,19868,2,Aizawa
1,0.02140025794506073,0.022009212698713556,0.000616851553786546,2,2.3501297618370773,0.13489555530106362,0.006970592924627161,16000,16000,19859,19868,2,Aizawa
1,0.027057765051722527,0.022087322592228245,0.0012047436321154237,4,2.3501297618370773,0.13489555530106362,0.013941185849254321,16000,16000,19859,19868,2,Aizawa
1,0.033735357224941254,0.02230179238914305,0.002283106092363596,8,2.3501297618370773,0.13489555530106362,0.027882371698508643,16000,16000,19859,19868,2,Aizawa
1,0.052354488521814346,0.022842723546243084,0.004273058846592903,16,2.3501297618370773,0.13489555530106362,0.055764743397017286,16000,16000,19859,19868,2,Aizawa
1,0.07494472712278366,0.024350908561661735,0.00804376695305109,32,2.3501297618370773,0.13489555530106362,0.11152948679403457,16000,16000,19859,19868,2,Aizawa
1,0.1692992001771927,0.030713176812762574,0.014392717741429806,64,2.3501297618370773,0.13489555530106362,0.22305897358806914,16000,16000,19859,19868,2,Aizawa
1,0.36395421624183655,0.040451736271236584,0.023946955800056458,128,2.3501297618370773,0.13489555530106362,0.4461179471761383,16000,16000,19859,19868,2,Aizawa
1,0.8585379719734192,0.057696217728622066,0.046477627009153366,256,2.3501297618370773,0.13489555530106362,0.8922358943522766,16000,16000,19859,19868,2,Aizawa
1,0.9558717608451843,0.08181202298789078,0.12462300807237625,512,2.3501297618370773,0.13489555530106362,1.7844717887045531,16000,16000,19859,19868,2,Aizawa
