density_kl,dim,diverged,err_h1,err_h10,err_h100,err_h1000,err_h200,err_h50,err_h500,final_train_loss,lyap_max,lyap_time_per_step,n_params,n_train,noise,nrmse_1,parrot_err_10,parrot_err_final,parrot_vpt_lyap,parrot_vpt_steps,persistence_err_10,persistence_err_final,persistence_vpt_lyap,persistence_vpt_steps,rollout_steps,seed,smape_1,smape_all,spectrum_error,system,vpt_censored,vpt_lyap,vpt_steps,wall_s
0.3555186073398538,3,False,0.012760399840772152,0.022071300074458122,0.5297526717185974,nan,0.7245525121688843,0.1828133761882782,nan,0.0001975013455376029,0.00732698039035783,0.008995333825242308,9987,8000,0.01,0.012923642654340213,0.03218255952554321,0.6123953372603789,0.5936920324659923,66.0,0.8324119371952307,1.7228400193338456,0.03598133530096923,4.0,200,0,0.07517869795678185,0.3070002437683495,0.4329172919062631,CoevolvingPredatorPrey,False,0.5217293618640538,58.0,22.23
0.3685282689929164,3,False,0.013246027752757072,0.025382906198501587,0.6333355903625488,nan,0.8543270826339722,0.22833499312400818,nan,0.0002009732889709994,0.00732698039035783,0.008995333825242308,9987,8000,0.01,0.013421543299395149,0.03218255952554321,0.6123953372603789,0.5936920324659923,66.0,0.8324119371952307,1.7228400193338456,0.03598133530096923,4.0,200,1,0.07600095602823378,0.343967574628489,0.48088707919256124,CoevolvingPredatorPrey,False,0.5037386942135692,55.99999999999999,17.14
0.3723192773200954,3,False,0.01287924125790596,0.02451954036951065,0.7083601355552673,nan,4.205787181854248,0.2559499144554138,nan,0.00019815004419069737,0.00732698039035783,0.008995333825242308,9987,8000,0.01,0.013044818509243227,0.03218255952554321,0.6123953372603789,0.5936920324659923,66.0,0.8324119371952307,1.7228400193338456,0.03598133530096923,4.0,200,2,0.07602363595544688,0.41486029819478676,0.5974122423161928,CoevolvingPredatorPrey,False,0.48574802656308463,54.0,17.71
0.10018457425097511,3,False,0.01368772890418768,0.03615226596593857,0.22054488956928253,nan,0.5366078615188599,0.06918064504861832,nan,0.00020670952694490553,0.012532796124563227,0.016943087080797024,9987,8000,0.01,0.013457438100010499,0.04661308432329982,0.5048142763234419,2.5584061492003505,151.0,1.0588958660313337,0.8814333515059334,0.016943087080797024,1.0,200,0,0.04743814168133121,0.3208308755121474,0.44199134097880305,HastingsPowell,False,2.6092354104427415,154.0,19.57
0.021024720265843472,3,False,0.013681875541806221,0.03027345985174179,0.22842417657375336,nan,0.5243450999259949,0.06839083880186081,nan,0.00020528047496918588,0.012532796124563227,0.016943087080797024,9987,8000,0.01,0.013452381897631406,0.04661308432329982,0.5048142763234419,2.5584061492003505,151.0,1.0588958660313337,0.8814333515059334,0.016943087080797024,1.0,200,1,0.047141948828629356,0.2868964801637976,0.6079697831553038,HastingsPowell,False,2.592292323361945,153.0,18.63
0.01952493184282524,3,False,0.013527742587029934,0.03090190701186657,0.20199444890022278,nan,0.49767646193504333,0.05603354051709175,nan,0.00020405086223036051,0.012532796124563227,0.016943087080797024,9987,8000,0.01,0.013299859372755251,0.04661308432329982,0.5048142763234419,2.5584061492003505,151.0,1.0588958660313337,0.8814333515059334,0.016943087080797024,1.0,200,2,0.045588761855541116,0.2751223143222743,0.5183421263403792,HastingsPowell,False,2.880324803735494,170.0,17.12
0.8265222274809684,3,False,0.013524196110665798,0.4564456343650818,13.76082706451416,nan,28.34097671508789,6.739189147949219,nan,0.0002051955604692921,0.03621509684991421,0.018013389173147328,9987,8000,0.01,0.012775008059288653,0.1608615254702959,1.1395818614668705,0.3242410051166519,18.0,1.0344890123925488,1.5089147838656682,0.018013389173147328,1.0,200,0,0.03938438015371914,0.7917870539531535,0.5323154246633557,ItikBanksTumor,False,0.16212050255832594,9.0,18.67
0.6147960392009922,3,False,0.013311035931110382,0.5297949314117432,13.702875137329102,nan,28.590150833129883,6.783980369567871,nan,0.00020273337478283793,0.03621509684991421,0.018013389173147328,9987,8000,0.01,0.012574572613238449,0.1608615254702959,1.1395818614668705,0.3242410051166519,18.0,1.0344890123925488,1.5089147838656682,0.018013389173147328,1.0,200,1,0.03991782832244919,0.7860031106741386,0.5568990789071963,ItikBanksTumor,False,0.16212050255832594,9.0,17.57
0.587164995220163,3,False,0.013478733599185944,0.45802927017211914,9.027247428894043,nan,17.895326614379883,4.505732536315918,nan,0.00020391809556167571,0.03621509684991421,0.018013389173147328,9987,8000,0.01,0.01272749503869867,0.1608615254702959,1.1395818614668705,0.3242410051166519,18.0,1.0344890123925488,1.5089147838656682,0.018013389173147328,1.0,200,2,0.04017209857270674,0.779446138071647,0.6679589988631212,ItikBanksTumor,False,0.16212050255832594,9.0,17.14
3.058415669738698,3,False,0.012360290624201298,0.025723518803715706,0.936923623085022,nan,1.2958180904388428,1.0381255149841309,nan,0.00019635578512679786,0.0757060839542753,0.008321360394640761,9987,8000,0.01,0.01444604056851098,0.02696157265093173,0.974037198985394,0.2329980910499413,28.0,0.4176539388511404,1.5912888637855065,0.07489224355176685,9.0,200,0,0.0471155970178739,0.46383831819029525,1.4377812974489481,KawczynskiStrizhak,False,0.22467673065530055,27.0,17.19
