density_kl,dim,diverged,err_h1,err_h10,err_h100,err_h1000,err_h200,err_h50,err_h500,final_train_loss,lyap_max,lyap_time_per_step,n_params,n_train,noise,nrmse_1,parrot_err_10,parrot_err_final,parrot_vpt_lyap,parrot_vpt_steps,persistence_err_10,persistence_err_final,persistence_vpt_lyap,persistence_vpt_steps,rollout_steps,seed,smape_1,smape_all,spectrum_error,system,vpt_censored,vpt_lyap,vpt_steps,wall_s
0.7012125966147833,3,False,0.06700943410396576,0.1010526791214943,0.5133382081985474,nan,0.8191250562667847,0.20247110724449158,nan,0.004942434351891279,0.010464383779400952,0.0006139767894887921,9987,8000,0.05,0.06720340628352271,0.10734361393277247,0.3791224676249794,0.07920300584405418,129.0,0.7722763330403504,1.0354371196312193,0.0030698839474439603,5.0,200,0,0.15238056741694173,0.5510214955862868,1.049110906511994,NoseHoover,False,0.05341598068552491,87.0,21.48
0.7248212609624348,3,False,0.06703929603099823,0.10352683067321777,0.5083270072937012,nan,0.8108363151550293,0.2095441371202469,nan,0.004936224058270455,0.010464383779400952,0.0006139767894887921,9987,8000,0.05,0.0672432631949843,0.10734361393277247,0.3791224676249794,0.07920300584405418,129.0,0.7722763330403504,1.0354371196312193,0.0030698839474439603,5.0,200,1,0.1544637470159319,0.5403109598648874,1.1140183094766656,NoseHoover,False,0.05341598068552491,87.0,20.24
0.7705803661644423,3,False,0.06693568080663681,0.10479080677032471,0.5006095767021179,nan,0.8092746734619141,0.2065572589635849,nan,0.00494277324154973,0.010464383779400952,0.0006139767894887921,9987,8000,0.05,0.06713554851674312,0.10734361393277247,0.3791224676249794,0.07920300584405418,129.0,0.7722763330403504,1.0354371196312193,0.0030698839474439603,5.0,200,2,0.15393754331093767,0.5662608959373407,0.7146682981476452,NoseHoover,False,0.05341598068552491,87.0,19.06
0.8507856717949963,3,False,0.060996636748313904,0.08117425441741943,0.5097308158874512,nan,0.4808056652545929,0.3304043114185333,nan,0.004308651652187109,0.023218704376506836,0.002537804388352197,9987,8000,0.05,0.061373336175683454,0.09917232252916845,0.12831366088969304,0.5075608776704394,200.00000000000003,0.8022430849334516,0.2713474069944171,0.010151217553408788,4.0,200,0,0.19416811734218206,0.5855347666199785,1.2669763674806822,SprottI,False,0.15480606768948402,61.0,19.67
0.7931837260533782,3,False,0.061192192137241364,0.08215324580669403,0.5425732135772705,nan,0.5109281539916992,0.3361140787601471,nan,0.004362815937027335,0.023218704376506836,0.002537804388352197,9987,8000,0.05,0.061567654418537586,0.09917232252916845,0.12831366088969304,0.5075608776704394,200.00000000000003,0.8022430849334516,0.2713474069944171,0.010151217553408788,4.0,200,1,0.19668525669823736,0.6023065760489178,0.8887502857595129,SprottI,False,0.1497304589127796,58.99999999999999,18.0
0.6977182722257215,3,False,0.060787804424762726,0.08469289541244507,0.5215166807174683,nan,0.4610404372215271,0.3202701508998871,nan,0.004334353506565094,0.023218704376506836,0.002537804388352197,9987,8000,0.05,0.061163216206903924,0.09917232252916845,0.12831366088969304,0.5075608776704394,200.00000000000003,0.8022430849334516,0.2713474069944171,0.010151217553408788,4.0,200,2,0.19673244160875744,0.6050052056118418,1.251625513212873,SprottI,False,0.15988167646618842,63.0,18.54
0.1922951052490722,3,False,0.06394945085048676,0.07657214999198914,0.6160025000572205,nan,1.0661537647247314,0.27723100781440735,nan,0.0046185610704123975,0.06012563518102038,0.0018284806914900108,9987,8000,0.05,0.07152168164858537,0.09515095620079454,0.2958069585138778,0.27975754579797163,153.0,0.5479209676193533,1.5016021381929268,0.012799364840430075,7.0,200,0,0.14892155631279214,0.539920536361863,0.6920077971238253,Bouali,False,0.11519428356387068,63.0,19.2
1.0965622458067827,3,False,0.06458041816949844,0.07561899721622467,0.9856154322624207,nan,1.2749361991882324,0.3255353271961212,nan,0.004686974914744496,0.06012563518102038,0.0018284806914900108,9987,8000,0.05,0.0722675985753033,0.09515095620079454,0.2958069585138778,0.27975754579797163,153.0,0.5479209676193533,1.5016021381929268,0.012799364840430075,7.0,200,1,0.15815474125681267,0.654752719745477,1.1185676141110747,Bouali,False,0.10422339941493061,57.0,17.46
0.20678963597029995,3,False,0.06423540413379669,0.07555587589740753,0.5705302357673645,nan,0.9754332900047302,0.2725096344947815,nan,0.004682015690952539,0.06012563518102038,0.0018284806914900108,9987,8000,0.05,0.07186563886082162,0.09515095620079454,0.2958069585138778,0.27975754579797163,153.0,0.5479209676193533,1.5016021381929268,0.012799364840430075,7.0,200,2,0.15501043394926903,0.49593059809701845,0.6701563962228878,Bouali,False,0.11519428356387068,63.0,17.16
0.5246784993520013,3,False,0.061717379838228226,0.0856809914112091,0.4116418659687042,nan,0.686902642250061,0.35762840509414673,nan,0.004119453690946102,0.08785190282162628,0.010472825335366068,9987,8000,0.05,0.06109940749856779,0.08897699505175262,0.4398690963984046,0.4922227907622052,47.0,0.8664606226772565,0.6747375635920475,0.04189130134146427,4.0,200,0,0.131076020550298,0.4659837118701405,0.6695127213891463,SprottJerk,False,0.5760053934451338,55.00000000000001,17.42
0.5231060562886386,3,False,0.061463817954063416,0.08688754588365555,0.41500747203826904,nan,0.6985105872154236,0.35650113224983215,nan,0.004104896763339639,0.08785190282162628,0.010472825335366068,9987,8000,0.05,0.0608466185463919,0.08897699505175262,0.4398690963984046,0.4922227907622052,47.0,0.8664606226772565,0.6747375635920475,0.04189130134146427,4.0,200,1,0.1303521626725945,0.4682042866383523,0.6373024398414167,SprottJerk,False,0.9111358041768479,87.0,17.6
0.3703475817334822,3,False,0.0620524138212204,0.0859948992729187,0.3969818353652954,nan,0.6712741851806641,0.35905101895332336,nan,0.004094782717525959,0.08785190282162628,0.010472825335366068,9987,8000,0.05,0.06143037509493883,0.08897699505175262,0.4398690963984046,0.4922227907622052,47.0,0.8664606226772565,0.6747375635920475,0.04189130134146427,4.0,200,2,0.13173951776369908,0.4655338801012794,0.7498299643278421,SprottJerk,False,0.5760053934451338,55.00000000000001,18.88
0.49988152205696973,3,False,0.06241605803370476,0.08312570303678513,0.7389496564865112,nan,1.172516942024231,0.4319015443325043,nan,0.004421260450035333,0.09661415277799693,0.006775840376779259,9987,8000,0.05,0.06374954835775627,0.1094492904121418,0.35782398818781164,0.392998741853197,58.0,0.8331778638468224,0.9092328151455453,0.027103361507117035,4.0,200,0,0.14185174066407782,0.7357280383457134,0.9364668761586302,SprottR,False,0.3116886573318459,46.0,19.38
0.4898774482547033,3,False,0.06205355376005173,0.08180159330368042,0.7023656368255615,nan,1.1901665925979614,0.44612008333206177,nan,0.004439355364069342,0.09661415277799693,0.006775840376779259,9987,8000,0.05,0.06338658149153957,0.1094492904121418,0.35782398818781164,0.392998741853197,58.0,0.8331778638468224,0.9092328151455453,0.027103361507117035,4.0,200,1,0.14299882018403953,0.7341411487914011,1.1460251359369031,SprottR,False,0.30491281695506667,45.0,18.27
0.5000304869450444,3,False,0.06213275343179703,0.0852966457605362,0.6910132169723511,nan,1.199404239654541,0.4742840528488159,nan,0.004440246101468801,0.09661415277799693,0.006775840376779259,9987,8000,0.05,0.06346326141853871,0.1094492904121418,0.35782398818781164,0.392998741853197,58.0,0.8331778638468224,0.9092328151455453,0.027103361507117035,4.0,200,2,0.14321034898894644,0.7593522510195906,2.3706012109195362,SprottR,False,0.2981369765782874,44.00000000000001,17.39
