budget,corr_dim_pub,density_kl,dim,diverged,epochs,err_h1,err_h10,err_h100,err_h1000,err_h200,err_h50,err_h500,final_train_loss,kaplan_yorke_dim,lyap_max,lyap_time_per_step,n_params,n_train,nrmse_1,pts_per_period,rollout_steps,seed,smape_1,smape_all,spectrum_error,system,vpt_censored,vpt_lyap,vpt_steps,wall_s
1000,1.993931310517824,0.016782267674296723,3,False,200,0.00923963449895382,0.1445387303829193,1.41340172290802,1.4781743288040161,1.5597583055496216,1.4527257680892944,1.3784916400909424,0.00017841896030586213,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,2000,0.009926303259841692,20,1000,0,0.03725814371979944,1.4088307879782735,0.33520257499978684,Lorenz,False,0.8698807475809532,13.0,7.56
1000,1.993931310517824,0.01728417194343054,3,False,200,0.010770757682621479,0.08756671100854874,1.2782162427902222,1.4451485872268677,1.6501414775848389,1.2843514680862427,1.5171575546264648,0.00020578468823805453,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,2000,0.011555618125340486,20,1000,1,0.022034193340958005,1.3995671944940942,0.33634414543773233,Lorenz,False,1.0037085549010998,14.999999999999998,3.49
1000,1.993931310517824,0.009007854604943334,3,False,200,0.010099033825099468,0.15190832316875458,1.2680001258850098,1.4194036722183228,1.4129652976989746,1.2089117765426636,1.5475213527679443,0.00020205082837492226,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,2000,0.010849818158145256,20,1000,2,0.028090577247907617,1.395930985369858,0.3421482274105046,Lorenz,False,0.8029668439208799,12.0,3.11
2200,1.993931310517824,0.010172928990289543,3,False,200,0.00846923515200615,0.13967904448509216,1.325494647026062,1.3516201972961426,1.5132064819335938,1.2575793266296387,1.3729515075683594,0.0001300565653364174,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,2000,0.009097381187718355,20,1000,0,0.028497757118895597,1.409953343892768,0.3284117681682696,Lorenz,False,0.8698807475809532,13.0,3.39
2200,1.993931310517824,0.01976857078329344,3,False,200,0.008152063935995102,0.08436667174100876,1.4090242385864258,1.5331685543060303,1.4528191089630127,1.0633317232131958,1.3925368785858154,0.00010725683806231245,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,2000,0.008744110290351284,20,1000,1,0.023018400066611478,1.369203577046785,0.33533649324565856,Lorenz,False,1.0706224585611732,16.0,3.63
2200,1.993931310517824,0.011201508939923078,3,False,200,0.007438622415065765,0.10213684290647507,1.3049062490463257,1.4669843912124634,1.4066898822784424,1.1723945140838623,1.558813452720642,9.051519801141694e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,2000,0.007988644425859486,20,1000,2,0.027050064931040566,1.3904580091794048,0.33927833478375186,Lorenz,False,0.8698807475809532,13.0,3.43
4600,1.993931310517824,0.02010439266057989,3,False,200,0.006077217869460583,0.13111631572246552,1.3242567777633667,1.3896164894104004,1.2463774681091309,1.1588373184204102,1.4819852113723755,7.499333430314436e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,2000,0.0065299607715577695,20,1000,0,0.024974937165543627,1.3787598093108668,0.33070458948953824,Lorenz,False,0.8029668439208799,12.0,4.24
4600,1.993931310517824,0.007483362381143531,3,False,200,0.006374714896082878,0.08076180517673492,1.3556506633758545,1.4842400550842285,1.398984670639038,0.9646061062812805,1.5179318189620972,7.195211353246123e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,2000,0.006841582128167003,20,1000,1,0.02745125850677386,1.3680058561940827,0.33327339966122493,Lorenz,False,0.9367946512410266,14.0,4.23
4600,1.993931310517824,0.00845948845740486,3,False,200,0.007499437779188156,0.06138450652360916,1.2814648151397705,1.4136569499969482,1.5355042219161987,1.0194321870803833,1.5228463411331177,0.00010075725987553596,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,2000,0.008056088301989573,20,1000,2,0.01619056201747063,1.3804692865596588,0.3190939088362373,Lorenz,False,0.9367946512410266,14.0,4.77
10000,1.993931310517824,0.008447122855177213,3,False,200,0.0046844822354614735,0.06280327588319778,1.2251664400100708,1.4236124753952026,1.30305814743042,1.0134855508804321,1.4782795906066895,4.872242774581537e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,2000,0.005027687427508163,20,1000,0,0.012689627142205506,1.361344675488043,0.33602142152580344,Lorenz,False,1.0706224585611732,16.0,4.33
10000,1.993931310517824,0.008617861465624018,3,False,200,0.004275462124496698,0.07704243808984756,1.2215666770935059,1.5261218547821045,1.3281793594360352,0.879737377166748,1.5978975296020508,4.337121077696793e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,2000,0.0045892132268260544,20,1000,1,0.01907630398375905,1.3675689042324177,0.3213027229343412,Lorenz,False,0.9367946512410266,14.0,4.56
10000,1.993931310517824,0.004221852609377003,3,False,200,0.004962468054145575,0.055219437927007675,1.3494408130645752,1.4283889532089233,1.4735002517700195,0.9774724841117859,1.4537672996520996,4.750096704810858e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,2000,0.005331746971441905,20,1000,2,0.012413678994628705,1.3761517934144742,0.3318887715569985,Lorenz,False,1.0706224585611732,16.0,4.26
22000,1.993931310517824,0.008676392676540015,3,False,200,0.004186625592410564,0.07952560484409332,1.4296971559524536,1.5068031549453735,1.3941245079040527,0.8843335509300232,1.3570200204849243,3.6914663593051954e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,21891,2000,0.004487829907213526,20,1000,0,0.010991086377036711,1.356073996662186,0.32271617603267844,Lorenz,False,0.8698807475809532,13.0,5.16
22000,1.993931310517824,0.004659741326381008,3,False,200,0.004414828959852457,0.07739792764186859,1.2953213453292847,1.4964690208435059,1.5256133079528809,1.1007533073425293,1.5199649333953857,3.361322637647391e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,21891,2000,0.00474174266706048,20,1000,1,0.011314127547485361,1.3634697312371211,0.32874516347984106,Lorenz,False,1.0037085549010998,14.999999999999998,5.85
22000,1.993931310517824,0.00653241050307971,3,False,200,0.004702000878751278,0.05583948269486427,1.316049575805664,1.4296942949295044,1.4458142518997192,0.8637418150901794,1.633952021598816,3.892734181135893e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,21891,2000,0.0050564003483502245,20,1000,2,0.012218230225374655,1.375221525832962,0.3386703371841751,Lorenz,False,0.9367946512410266,14.0,5.01
46000,1.993931310517824,0.009903705544587237,3,False,200,0.0037609089631587267,0.05666663125157356,1.3100911378860474,1.5520766973495483,1.400038480758667,0.8804796934127808,1.4467486143112183,2.5258381574531084e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,46212,2000,0.00404577828104457,20,1000,0,0.008336983775203423,1.3629583048500504,0.334508703254111,Lorenz,False,1.1375363622212467,17.0,7.22
46000,1.993931310517824,0.008042239545231557,3,False,200,0.0038467992562800646,0.07675040513277054,1.3449136018753052,1.402551293373108,1.4265973567962646,0.9706733226776123,1.5351815223693848,2.661031309980899e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,46212,2000,0.004132142057690162,20,1000,1,0.012879723550057872,1.3820120366416726,0.33925219639789717,Lorenz,False,1.2044502658813199,18.0,6.86
46000,1.993931310517824,0.020613780653085282,3,False,200,0.00471162423491478,0.06949920952320099,1.3917919397354126,1.4060503244400024,1.4123378992080688,1.079143762588501,1.4080144166946411,3.798148190253414e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,46212,2000,0.005068076897026887,20,1000,2,0.015380065905620745,1.3636427361420596,0.3451053046044006,Lorenz,False,1.2044502658813199,18.0,6.73
100000,1.993931310517824,0.01466265253445683,3,False,200,0.0036196226719766855,0.03919406235218048,1.324204444885254,1.4483397006988525,1.4525671005249023,1.0279051065444946,1.4282777309417725,3.0285219560028055e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,99843,2000,0.003887668942308919,20,1000,0,0.010839770113481707,1.3633328833975509,0.3315456703727396,Lorenz,False,1.0037085549010998,14.999999999999998,9.78
100000,1.993931310517824,0.010991064845994778,3,False,200,0.0033629541285336018,0.07704430818557739,1.3149265050888062,1.3911529779434204,1.3295350074768066,0.8630177974700928,1.5558063983917236,2.3276978274225257e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,99843,2000,0.003614876803324161,20,1000,1,0.012178916575085437,1.3689419196418062,0.3327255465053808,Lorenz,False,1.271364169541393,19.0,8.63
100000,1.993931310517824,0.012414332440946441,3,False,200,0.0032886520493775606,0.04912104830145836,1.3784329891204834,1.4507800340652466,1.4485392570495605,0.9092879295349121,1.4071359634399414,2.4145553630660288e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,99843,2000,0.003534154592013229,20,1000,2,0.011199341959937048,1.369479591302699,0.3333045112571573,Lorenz,False,0.9367946512410266,14.0,8.67
1000,1.993931310517824,0.016451215803882435,3,False,200,0.003407200798392296,0.03927331790328026,1.4925709962844849,1.3345524072647095,1.3847957849502563,1.0921452045440674,1.509590983390808,1.7597116173419637e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,8000,0.0034991616623799575,20,1000,0,0.016925369957660714,1.364274702050442,0.3389788928369258,Lorenz,False,1.6728475915018333,25.0,10.8
1000,1.993931310517824,0.0171786491187654,3,False,200,0.0033718482591211796,0.03912464529275894,1.527933120727539,1.3491735458374023,1.257325291633606,0.8125773072242737,1.3858519792556763,1.7771392260328867e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,8000,0.0034746811670971797,20,1000,1,0.02108051235413148,1.3541891550768808,0.33170043098180885,Lorenz,False,1.5390197841816864,23.0,13.12
1000,1.993931310517824,0.013229105929671506,3,False,200,0.0035153350327163935,0.03939329832792282,1.4366273880004883,1.2875736951828003,1.4706933498382568,0.9028192162513733,1.4824655055999756,1.5647187174181452e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,1011,8000,0.0036164836366488124,20,1000,2,0.013790411248429786,1.3616473463455643,0.3334087259171377,Lorenz,False,1.8066753988219797,27.0,13.01
2200,1.993931310517824,0.032715714881379435,3,False,200,0.0022998396307229996,0.030093038454651833,1.2230230569839478,1.2813295125961304,1.3352913856506348,0.7178167104721069,1.416408658027649,8.07662494116812e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,8000,0.0023666778366067186,20,1000,0,0.008290955892535867,1.33844503220449,0.3282377048269683,Lorenz,False,1.8066753988219797,27.0,13.18
2200,1.993931310517824,0.014192187280923807,3,False,200,0.003160307416692376,0.033891670405864716,1.3071001768112183,1.5580081939697266,1.2108770608901978,0.813737690448761,1.3527299165725708,1.3823536137351767e-05,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,8000,0.0032506574813212803,20,1000,1,0.014078425349925072,1.3528873867344429,0.3215316471306252,Lorenz,False,1.8066753988219797,27.0,11.76
2200,1.993931310517824,0.004835533381860072,3,False,200,0.002229894744232297,0.030749892815947533,1.5720244646072388,1.4034918546676636,1.342130184173584,0.7347354888916016,1.4403566122055054,7.04765270347707e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,2196,8000,0.002292500357852747,20,1000,2,0.00769034986967413,1.3673881491849997,0.3364527536814299,Lorenz,False,1.8066753988219797,27.0,11.91
4600,1.993931310517824,0.009986813497167442,3,False,200,0.0019503638613969088,0.024364136159420013,1.350072979927063,1.398980736732483,1.5236623287200928,0.7796831727027893,1.474441409111023,5.965390693745576e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,8000,0.0020072563775844292,20,1000,0,0.007373527890683869,1.3532423462508583,0.3243254748756469,Lorenz,False,1.8066753988219797,27.0,12.14
4600,1.993931310517824,0.03513402040612108,3,False,200,0.0021944651380181313,0.021336615085601807,1.3598610162734985,1.4201451539993286,1.3457146883010864,0.6088494062423706,1.5625741481781006,6.859335957415169e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,8000,0.0022563726114498243,20,1000,1,0.007037182150153656,1.3625149193168704,0.32394639826259214,Lorenz,False,2.7434700500630065,41.0,12.45
4600,1.993931310517824,0.005795325141839514,3,False,200,0.002409019274637103,0.02622363716363907,1.2332335710525513,1.4286803007125854,1.3874752521514893,0.6504883766174316,1.5196610689163208,8.638227518531494e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,4611,8000,0.0024777509930207085,20,1000,2,0.010052235641205649,1.351243033391564,0.324246271273315,Lorenz,False,2.2750727244424933,34.0,12.02
10000,1.993931310517824,0.0069062783393071545,3,False,200,0.0017962083220481873,0.018843885511159897,1.3270704746246338,1.471114158630371,1.3830852508544922,0.5590069890022278,1.4314243793487549,5.011929786633118e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,8000,0.0018484996676837572,20,1000,0,0.006853487611241241,1.3579474305281438,0.3301144663921127,Lorenz,False,1.8066753988219797,27.0,13.91
10000,1.993931310517824,0.02389922960311262,3,False,200,0.0016843480989336967,0.020442787557840347,1.424559235572815,1.455042839050293,1.4195120334625244,0.6273056268692017,1.4837933778762817,4.778563848958583e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,8000,0.0017338396273044927,20,1000,1,0.006041082795688599,1.3480012861498256,0.3377478537139735,Lorenz,False,1.8735893024820531,28.0,14.27
10000,1.993931310517824,0.018544788472994105,3,False,200,0.0016392340185120702,0.015596788376569748,1.5051097869873047,1.4628263711929321,1.4795808792114258,0.585517406463623,1.4624333381652832,3.725748927536188e-06,2.075158758095728,0.8917098035724058,0.06691390366007333,9987,8000,0.0016870064313033414,20,1000,2,0.004242914917750891,1.3395492406891414,0.32236283203420396,Lorenz,False,2.20815882078242,33.0,14.22
