budget,corr_dim_pub,density_kl,dim,diverged,epochs,final_train_loss,kaplan_yorke_dim,lyap_max,lyap_time_per_step,n_params,n_train,nrmse_1,seed,smape_1,smape_all,spectrum_error,system,vpt_lyap,vpt_steps,wall_s
100000,1.993931310517824,0.048054624447990434,3,False,200,0.0001981480352114886,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,500,0.014418048369894632,2,0.05488072646245349,0.8002016253246239,0.6217141042342206,Lorenz,0.25427283390827865,19.000000000000004,3.06
1000,1.993931310517824,4.828649016224833,3,False,200,3.6105792562011626e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,2000,0.006620809040364848,0,0.012498425049720513,0.7132613266811624,0.38394727210415575,Lorenz,0.8966463090449825,67.0,3.37
1000,1.993931310517824,5.354142095921165,3,False,200,3.842767857713625e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,2000,0.007517067138970982,1,0.014759645282381653,0.678269697339662,0.3908794012884844,Lorenz,0.4550145448884986,34.0,3.34
1000,1.993931310517824,0.13372004620850117,3,False,200,5.0248484534677115e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,2000,0.008881119029067588,2,0.015122891782240529,0.6989541958449107,0.2893933110619057,Lorenz,0.4148662026924546,31.0,3.66
2200,1.993931310517824,5.283753528696974,3,False,200,2.6218708109809086e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,2000,0.005292776126521875,0,0.014992469322665902,0.7105606065103037,0.4033928879935942,Lorenz,0.6022251329406599,45.0,3.75
2200,1.993931310517824,5.640155217439214,3,False,200,2.797971005202271e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,2000,0.005631058195162037,1,0.013220283484209954,0.6949720548184835,0.4074590003255148,Lorenz,0.6557562558687186,49.0,3.87
2200,1.993931310517824,5.543192107793249,3,False,200,3.536640071251895e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,2000,0.007663391033788855,2,0.01339798144342078,0.7289549399529758,0.3794257820313996,Lorenz,0.4148662026924546,31.0,3.95
4600,1.993931310517824,0.062325836480764084,3,False,200,2.1989420070894995e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,2000,0.005718524283026521,0,0.01587584544196805,0.6658247216408112,0.20574900436602617,Lorenz,0.4148662026924546,31.0,5.34
4600,1.993931310517824,5.466209746734769,3,False,200,2.749151844182052e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,2000,0.00587318716207239,1,0.013484881730657261,0.8148709228781648,0.3982397224163378,Lorenz,0.6691390366007333,50.0,4.63
4600,1.993931310517824,5.792938352238735,3,False,200,3.154938833904453e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,2000,0.007124405954899069,2,0.01745358492022607,0.8063506361705023,0.39232429497537424,Lorenz,0.40148342196043996,30.0,5.16
10000,1.993931310517824,5.908644678611426,3,False,200,2.695979685813654e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,2000,0.0057527800892414145,0,0.013923268111619405,0.8192671710444557,0.4045364768771092,Lorenz,0.6691390366007333,50.0,10.42
10000,1.993931310517824,6.324318737240247,3,False,200,1.928712797234766e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,2000,0.005021645057853383,1,0.01362048380934359,0.7911008013478402,0.40125808504027694,Lorenz,0.6557562558687186,49.0,7.49
10000,1.993931310517824,5.894410549415331,3,False,200,2.375695898081176e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,2000,0.005234003044259856,2,0.011712621904620385,0.734141471907989,0.4081983989768007,Lorenz,0.5754595714766306,43.00000000000001,7.98
22000,1.993931310517824,0.0834547429892054,3,False,200,1.640502175723668e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,2000,0.004835554298757725,0,0.01627541671755826,0.593087494521077,0.25846159745757324,Lorenz,0.6289906944046892,47.0,10.9
22000,1.993931310517824,5.586114894312661,3,False,200,1.420876335760113e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,2000,0.004544753585058138,1,0.013980051553052575,0.636758199900487,0.42077602713763257,Lorenz,0.6557562558687186,49.0,7.59
22000,1.993931310517824,5.794371306994738,3,False,200,2.3187135549960657e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,2000,0.005559381629037093,2,0.015433205299152259,0.7367734767583868,0.4074032837291941,Lorenz,0.5754595714766306,43.00000000000001,5.06
46000,1.993931310517824,0.0231909498734727,3,False,200,1.711053535109386e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,2000,0.0053777834799693565,0,0.015207422041176413,0.5638023716226985,0.38990360478331404,Lorenz,1.0170913356331146,76.00000000000001,9.83
46000,1.993931310517824,5.863806349381441,3,False,200,2.365288298460655e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,2000,0.005788821195592126,1,0.01505083491844203,0.6949906034184643,0.40437536635959176,Lorenz,0.6691390366007333,50.0,8.15
46000,1.993931310517824,0.2209118987492785,3,False,200,2.5227316975360738e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,2000,0.0055843395232539695,2,0.015091490228657517,0.6876941256834027,0.5087565205758512,Lorenz,0.6557562558687186,49.0,7.18
100000,1.993931310517824,0.025693539897907982,3,False,200,1.9327441448695025e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,2000,0.005462136562385831,0,0.015631420583094278,0.674605044890317,0.30920174902786374,Lorenz,0.6423734751367038,47.99999999999999,10.52
100000,1.993931310517824,4.987696625736553,3,False,200,1.6778780744061806e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,2000,0.004863821811135051,1,0.013865588392389864,0.5256596187225242,0.42118660581632766,Lorenz,1.0304741163651292,77.0,10.19
100000,1.993931310517824,0.007619039649323668,3,False,200,1.4544694480719045e-05,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,2000,0.004022387421344382,2,0.011430346945143652,0.5673419909420129,0.4971855623595398,Lorenz,1.1375363622212464,85.0,10.26
1000,1.993931310517824,0.020109538676016097,3,False,200,2.9009052386754776e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,8000,0.0017405721851182741,0,0.0069311299871834325,0.31925928929011155,0.6115509468438873,Lorenz,1.1375363622212464,85.0,13.42
1000,1.993931310517824,0.060562581299024455,3,False,200,4.485555913561256e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,8000,0.0026577308422514813,1,0.01590314663606505,0.4947001835431786,0.5807957122528875,Lorenz,1.1643019236852759,87.0,16.51
1000,1.993931310517824,0.03289708678877681,3,False,200,4.0501331386622046e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,8000,0.0026739900453431396,2,0.014453082260081707,0.46209864218331587,0.5254921702270837,Lorenz,1.5122542227176572,113.00000000000001,16.12
2200,1.993931310517824,0.016010429658309934,3,False,200,2.049802285000624e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,8000,0.0018828008313503193,0,0.007308438190031542,0.3616340110506162,0.906161875820214,Lorenz,1.1107708007572172,83.0,14.17
2200,1.993931310517824,0.15925508792468127,3,False,200,3.570112696252181e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,8000,0.002106580194811721,1,0.015225972161372258,0.4909048558395072,0.36338558937317006,Lorenz,1.191067485149305,89.0,11.53
2200,1.993931310517824,0.01295316045427345,3,False,200,2.5222777676390253e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,8000,0.0020676498096073004,2,0.011830225884365617,0.2975934406327367,0.8171015361698938,Lorenz,1.1107708007572172,83.0,11.18
4600,1.993931310517824,0.022931991758629283,3,False,200,2.356060275815253e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,8000,0.0017155465307397849,0,0.005771855804452918,0.4671558845740279,0.6527040705931216,Lorenz,1.0037085549010998,75.0,12.58
4600,1.993931310517824,0.02972079020862221,3,False,200,3.2704990826459835e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,8000,0.002244927974793999,1,0.005373840790553211,0.3325942676218103,0.5329800783900221,Lorenz,1.1241535814892318,84.0,14.63
4600,1.993931310517824,0.03684725984598495,3,False,200,3.367462588357739e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,8000,0.002300615482266857,2,0.005165071773549965,0.3801424053169214,0.5130029561761845,Lorenz,1.0840052392931878,81.0,16.39
10000,1.993931310517824,0.050186331606648454,3,False,200,2.5598888323656865e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,8000,0.0020262588000590546,0,0.007612978393261259,0.30684835049782316,0.7689969117559287,Lorenz,1.1776847044172905,88.0,17.39
10000,1.993931310517824,0.014102246587250624,3,False,200,1.469320869546209e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,8000,0.0012442370143946684,1,0.004090221811575065,0.3253806382880674,0.6064168248532976,Lorenz,1.1643019236852759,87.0,16.1
10000,1.993931310517824,0.05011201602877292,3,False,200,1.0768087149699568e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,8000,0.001108736363867294,2,0.0038107903509364063,0.3659098332514238,0.24532903600930767,Lorenz,1.1375363622212464,85.0,16.71
22000,1.993931310517824,0.09383607024461604,3,False,200,1.094195385576313e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,8000,0.0010357347577852063,0,0.0046071780678257485,0.2844669370420704,0.9111820893953079,Lorenz,1.191067485149305,89.0,19.42
22000,1.993931310517824,0.0853742810966705,3,False,200,1.4960205744500854e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,8000,0.0013758213033828195,1,0.00401344484743242,0.31838712264531677,0.5997512801767336,Lorenz,1.1776847044172905,88.0,20.14
22000,1.993931310517824,0.03712542186242431,3,False,200,1.4655903651146219e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,8000,0.0011604126055845224,2,0.005070340494506511,0.3319371733782118,0.6532327524088386,Lorenz,1.1509191429532613,86.00000000000001,21.13
46000,1.993931310517824,0.019317513242783017,3,False,200,1.1191903372491651e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,8000,0.0010175764534898482,0,0.004135430246112488,0.3259367318657554,0.6574372924111183,Lorenz,1.1643019236852759,87.0,26.28
46000,1.993931310517824,0.02675280868805203,3,False,200,1.2844604780184453e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,8000,0.0010309153463808503,1,0.006166758591161413,0.3398346406230878,0.6343979839667919,Lorenz,1.1375363622212464,85.0,26.27
46000,1.993931310517824,0.1026802493830974,3,False,200,1.0330917830287945e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,8000,0.00101162036368132,2,0.0035839389525610618,0.29513475887416185,0.25052021118132867,Lorenz,1.1509191429532613,86.00000000000001,26.7
100000,1.993931310517824,0.010316777301753429,3,False,200,1.0588784193714673e-06,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,8000,0.0009007653245432388,0,0.0049653490171576485,0.27336048942313357,0.281719895815102,Lorenz,1.191067485149305,89.0,37.34
100000,1.993931310517824,0.014502521224708333,3,False,200,9.19564598461875e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,8000,0.0008719271312842353,1,0.004303443957585887,0.2571062295001521,0.9158861086190674,Lorenz,1.2044502658813199,90.0,37.24
100000,1.993931310517824,0.025547485140526044,3,False,200,8.982918598121614e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,8000,0.0008780262041953317,2,0.0032116777752303947,0.2654846281162306,0.7927005324323216,Lorenz,1.2445986080773639,93.0,39.28
1000,1.993931310517824,0.15409958088704404,3,False,200,5.278812072901928e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,32000,0.0005649759692553287,0,0.0032807893944371558,0.2328224803538339,0.416902676995454,Lorenz,1.9672687676061558,147.0,47.05
1000,1.993931310517824,0.12148446546070053,3,False,200,5.733209602567512e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,32000,0.0006183109022781972,1,0.003082768061176708,0.21762492404834238,0.3790162245488029,Lorenz,1.994034329070185,149.0,59.37
1000,1.993931310517824,0.09333497945238332,3,False,200,4.213780650843546e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,1011,32000,0.0005427613105492639,2,0.002061578974942421,0.19273103152081497,0.42969485322454987,Lorenz,1.9271204254101117,144.0,47.57
2200,1.993931310517824,0.1383690418822723,3,False,200,2.712131849875732e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,32000,0.0004372817870643281,0,0.0012930829288992193,0.178802795109356,0.4416588060146935,Lorenz,2.154627697854361,161.0,51.66
2200,1.993931310517824,0.031204387468297096,3,False,200,3.87392986795021e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,32000,0.000535971980286696,1,0.0031176559726542445,0.197863487968769,0.4472325626024914,Lorenz,1.672847591501833,125.0,63.76
2200,1.993931310517824,0.1245102317424379,3,False,200,2.354181946202516e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,2196,32000,0.00039576615578710645,2,0.0014706736546175776,0.12257778014528786,0.4880426058426119,Lorenz,2.5828766812788304,193.0,55.95
4600,1.993931310517824,0.10088678157308985,3,False,200,2.39121420918309e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,32000,0.000439327709557484,0,0.0021445487583487636,0.12596191374084523,0.7659521997255848,Lorenz,1.9003548639460823,142.0,61.91
4600,1.993931310517824,0.09275271209349133,3,False,200,2.504780544541063e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,32000,0.0004251638465316022,1,0.0015949671524708234,0.13706108775068365,0.46726355938486136,Lorenz,2.0877137941942876,156.0,61.66
4600,1.993931310517824,0.058720195897933265,3,False,200,3.3057251721402283e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,4611,32000,0.000489381724453949,2,0.0018497465767667875,0.19708902023322955,0.3273534168728147,Lorenz,1.994034329070185,149.0,48.24
10000,1.993931310517824,0.22563640121234238,3,False,200,1.1398548963370558e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,32000,0.0003136220020505616,0,0.0007357096816198892,0.10487174795545774,0.7004159259036166,Lorenz,2.2483071629784637,168.0,73.39
10000,1.993931310517824,0.0931220618205289,3,False,200,1.6960292634848885e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,32000,0.0003719933905091635,1,0.0012872654538725289,0.115979109104132,0.621563768216707,Lorenz,2.3419866281025663,175.0,93.02
10000,1.993931310517824,0.026929615535094587,3,False,200,2.2082388579747204e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,9987,32000,0.00041214026926191774,2,0.0016624391579830717,0.1631091609248199,0.5398206789859094,Lorenz,1.953885986874141,146.0,107.34
22000,1.993931310517824,0.0341739584153578,3,False,200,7.468783081776565e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,32000,0.0002173660978798669,0,0.0008452971599087825,0.10877377110674395,0.46551358549936284,Lorenz,2.2215416015144345,166.0,81.93
22000,1.993931310517824,0.11504490215309666,3,False,200,6.354814533438002e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,32000,0.00021687763371972915,1,0.0008656771922771141,0.070988154112477,0.41366081170103614,Lorenz,1.9405032061421263,145.0,77.45
22000,1.993931310517824,0.07315677282268927,3,False,200,7.281215698640154e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,21891,32000,0.0002372791272814275,2,0.0005767499383699267,0.078304866622933,1.1873740884177477,Lorenz,2.2215416015144345,166.0,76.14
46000,1.993931310517824,0.11865089424483384,3,False,200,8.46921753065999e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,32000,0.0002580504270082866,0,0.0007821637515517256,0.09142395897094033,0.34603100273748305,Lorenz,2.676556146402933,200.0,144.57
46000,1.993931310517824,0.14702111413356514,3,False,200,7.518105888948412e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,32000,0.00020972706295209687,1,0.0006885506794953553,0.05643586831083099,0.4883960522803436,Lorenz,2.676556146402933,200.0,106.81
46000,1.993931310517824,0.14978369371036734,3,False,200,5.6030480720892225e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,46212,32000,0.0001944618523206477,2,0.000689161157850869,0.04590043412038941,0.48441967429681515,Lorenz,2.676556146402933,200.0,123.44
100000,1.993931310517824,0.08674891322392075,3,False,200,1.2951410059258705e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,32000,0.000275571805504565,0,0.000986292833265646,0.0765761859902943,0.5034420914414444,Lorenz,2.676556146402933,200.0,183.0
100000,1.993931310517824,0.06641041760113131,3,False,200,9.754639327752557e-08,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,32000,0.00023152043329615425,1,0.0010618917046901985,0.0788247963285117,0.5908168852225357,Lorenz,2.676556146402933,200.0,187.73
100000,1.993931310517824,0.19008639003969044,3,False,200,1.639129021100416e-07,2.075158758095728,0.8917098035724058,0.013382780732014665,99843,32000,0.0003209185329201606,2,0.0009258108500112931,0.08367553669633018,0.8418740773253668,Lorenz,2.676556146402933,200.0,203.32
1000,1.8842400748281847,0.09921183909656024,3,False,200,0.00016624910291284322,2.118235268907861,0.6963711539102683,0.010368270110569984,1011,500,0.01329148531981157,0,0.04626647495547289,0.7716036600017303,0.41457708794019926,Halvorsen,0.37325772398051943,36.0,1.45
1000,1.8842400748281847,0.9451961330955886,3,False,200,0.0002140452676685527,2.118235268907861,0.6963711539102683,0.010368270110569984,1011,500,0.014327436688087274,1,0.04478321041350684,0.9567056221303241,0.585895903653562,Halvorsen,0.24883848265367964,24.0,1.65
1000,1.8842400748281847,0.22138911496325386,3,False,200,0.0002551897469675168,2.118235268907861,0.6963711539102683,0.010368270110569984,1011,500,0.016612814315198426,2,0.06838775530454634,0.7941820953171776,0.5480663526543018,Halvorsen,0.3421529136488095,33.0,1.41
2200,1.8842400748281847,0.12138008281363503,3,False,200,9.805215353844688e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,2196,500,0.009442627466182274,0,0.04277801628417948,0.7043491397330115,0.5283178988147065,Halvorsen,0.5287817756390693,51.00000000000001,1.4
2200,1.8842400748281847,0.5968296713324887,3,False,200,0.00012827591923996807,2.118235268907861,0.6963711539102683,0.010368270110569984,2196,500,0.011124781926728345,1,0.04306343476499933,0.8747340571632324,0.447088908865084,Halvorsen,0.3317846435382395,32.0,1.84
2200,1.8842400748281847,0.08555337660443323,3,False,200,0.00013784954824950545,2.118235268907861,0.6963711539102683,0.010368270110569984,2196,500,0.010921363852888472,2,0.04524318271718463,0.7962345167523517,0.41402722536315517,Halvorsen,0.5080452354179292,49.0,1.37
4600,1.8842400748281847,0.04126081135741051,3,False,200,8.457908825948835e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,4611,500,0.009342382871357231,0,0.04277310579933461,0.734039880674412,0.6579063859723874,Halvorsen,0.4976769653073593,48.0,1.42
4600,1.8842400748281847,0.16105031318495677,3,False,200,8.361898612929508e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,4611,500,0.009139745004217992,1,0.041078497766963006,0.7485541158101082,0.46493860873905485,Halvorsen,0.4976769653073593,48.0,1.45
4600,1.8842400748281847,0.18092235996454933,3,False,200,0.00010137317329645156,2.118235268907861,0.6963711539102683,0.010368270110569984,4611,500,0.009851925338791898,2,0.043269850139966294,0.7649084933926025,0.4400727364888708,Halvorsen,0.44583561475450934,43.0,1.84
10000,1.8842400748281847,0.11272082644643538,3,False,200,7.568510877899825e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,9987,500,0.008495859817328042,0,0.039787292638806905,0.6884105144250816,0.556351911174657,Halvorsen,0.44583561475450934,43.0,1.91
10000,1.8842400748281847,0.05728501570663395,3,False,200,8.029798395000399e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,9987,500,0.009042392331660314,1,0.04024512898800204,0.7416784865873635,0.6489782100224768,Halvorsen,0.4665721549756493,45.0,2.14
10000,1.8842400748281847,0.09742495943824243,3,False,200,8.129172347253189e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,9987,500,0.00938180820075436,2,0.038963167218950996,0.7350734535189287,0.8253696090633685,Halvorsen,0.4043625343122294,39.0,1.77
22000,1.8842400748281847,0.0310102268401047,3,False,200,7.880577817559242e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,21891,500,0.008749494221746389,0,0.042838268031274225,0.7543856752416161,0.6009408741747678,Halvorsen,0.4562038848650793,44.0,2.01
22000,1.8842400748281847,0.05339443684113524,3,False,200,7.753077591769397e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,21891,500,0.008864204577431834,1,0.03748396712084457,0.7405259063583719,0.4613720734059927,Halvorsen,0.4043625343122294,39.0,2.22
22000,1.8842400748281847,0.051574967358382906,3,False,200,7.679902436211705e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,21891,500,0.00840124759220893,2,0.03389662659220182,0.7546891157162726,0.3077637283690518,Halvorsen,0.5184135055284992,50.0,2.61
46000,1.8842400748281847,0.060116855494898175,3,False,200,7.462988881161436e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,46212,500,0.008912294728908204,0,0.036418750900078324,0.6759700647733382,0.5287775553121645,Halvorsen,0.41473080442279936,40.0,3.34
46000,1.8842400748281847,0.05944827739525274,3,False,200,9.28565762587823e-05,2.118235268907861,0.6963711539102683,0.010368270110569984,46212,500,0.00968159968253061,1,0.04274324640900821,0.781467541727669,0.6814027486781459,Halvorsen,0.35252118375937946,34.0,3.25
46000,1.8842400748281847,0.07591125540124166,3,False,200,0.00011865235748700797,2.118235268907861,0.6963711539102683,0.010368270110569984,46212,500,0.010322823077138022,2,0.03646439813145084,0.78353308081619,0.6649271295029952,Halvorsen,0.38362599409108944,37.0,2.73
100000,1.8842400748281847,0.16624993886853,3,False,200,0.00019561782258097082,2.118235268907861,0.6963711539102683,0.010368270110569984,99843,500,0.013109071516805265,0,0.04662641674126335,0.9023711755931035,0.6755727754778862,Halvorsen,0.24883848265367964,24.0,3.66
100000,1.8842400748281847,0.12009642535618925,3,False,200,0.00012196941568981856,2.118235268907861,0.6963711539102683,0.010368270110569984,99843,500,0.010296054905333423,1,0.0350156278846007,0.7580039949434102,0.37517843879971985,Halvorsen,0.3939942642016594,38.0,3.54
