budget,family,final_train_loss,knob,lyap,n_params,rel_error,seed,wall_s
6400,StandardMap,3.1409290204464924e-07,0.7,4.270901351321813e-05,6386,0.0007434273572799189,1,15.96
6400,StandardMap,3.1750153584653165e-07,0.7,4.270901351321813e-05,6386,0.0007475090785463267,2,15.65
6400,StandardMap,3.0444286448982894e-07,0.7,4.270901351321813e-05,6386,0.0007315900414897134,3,15.95
6400,StandardMap,2.7541675376596685e-07,0.7,4.270901351321813e-05,6386,0.0006958638678044264,4,17.44
12800,StandardMap,3.1783553367858985e-07,0.7,4.270901351321813e-05,12755,0.0007478693121330996,0,18.49
12800,StandardMap,3.2659595922268637e-07,0.7,4.270901351321813e-05,12755,0.0007574812517575447,1,18.68
12800,StandardMap,2.929278575720673e-07,0.7,4.270901351321813e-05,12755,0.000717381342261645,2,18.94
12800,StandardMap,2.8790042256332527e-07,0.7,4.270901351321813e-05,12755,0.0007118799086353699,3,18.93
12800,StandardMap,3.017820999957621e-07,0.7,4.270901351321813e-05,12755,0.0007285542169245767,4,19.02
25600,StandardMap,2.597179031909036e-07,0.7,4.270901351321813e-05,25586,0.0006758712124219819,0,22.88
25600,StandardMap,2.866418269604765e-07,0.7,4.270901351321813e-05,25586,0.0007095763583857618,1,23.15
25600,StandardMap,2.6265029214300736e-07,0.7,4.270901351321813e-05,25586,0.0006797404823035598,2,23.08
25600,StandardMap,2.61605974401391e-07,0.7,4.270901351321813e-05,25586,0.0006781952129501878,3,23.41
25600,StandardMap,2.608132115256012e-07,0.7,4.270901351321813e-05,25586,0.0006775076977349865,4,23.54
51200,StandardMap,2.3855720655774347e-07,0.7,4.270901351321813e-05,51062,0.0006478348065146663,0,30.63
51200,StandardMap,2.510414799417049e-07,0.7,4.270901351321813e-05,51062,0.0006643388758809036,1,30.24
51200,StandardMap,2.2312099713417411e-07,0.7,4.270901351321813e-05,51062,0.0006264640724527452,2,30.93
51200,StandardMap,2.3953171466928324e-07,0.7,4.270901351321813e-05,51062,0.0006493478184474575,3,30.3
51200,StandardMap,2.7642009331430015e-07,0.7,4.270901351321813e-05,51062,0.0006974312851953741,4,30.93
200,StandardMap,1.1510582313349006e-05,1.3,4.692233620569392e-05,211,0.0033446216623634053,0,11.95
200,StandardMap,1.0985343003994786e-05,1.3,4.692233620569392e-05,211,0.003265374450794175,1,12.41
200,StandardMap,1.2026801363390405e-05,1.3,4.692233620569392e-05,211,0.003416148273268775,2,12.48
200,StandardMap,1.7050200680387206e-05,1.3,4.692233620569392e-05,211,0.004069054378541485,3,12.11
200,StandardMap,1.3240282496553846e-05,1.3,4.692233620569392e-05,211,0.0035876884189269824,4,12.11
400,StandardMap,8.567123521061148e-06,1.3,4.692233620569392e-05,386,0.0028862649191650717,0,12.35
400,StandardMap,4.753816348966211e-06,1.3,4.692233620569392e-05,386,0.002150513565619316,1,12.17
400,StandardMap,5.558459539315663e-06,1.3,4.692233620569392e-05,386,0.002323854221067386,2,12.33
400,StandardMap,6.8649398308480155e-06,1.3,4.692233620569392e-05,386,0.0025833754389602177,3,12.04
400,StandardMap,5.589710093772737e-06,1.3,4.692233620569392e-05,386,0.0023314536710788893,4,12.39
800,StandardMap,2.722518715017941e-06,1.3,4.692233620569392e-05,827,0.0016256954789893123,0,12.93
800,StandardMap,2.1083599240228067e-06,1.3,4.692233620569392e-05,827,0.001431038389204175,1,13.01
800,StandardMap,3.6741522162628824e-06,1.3,4.692233620569392e-05,827,0.0018883910504806987,2,12.69
