best_steps,combo,cond_frac,cond_mode,dataset,err_both,err_global_only,err_local_only,global,global_lift,local,local_lift,modality,n_params,ordered,scale,seed,train_loss,train_s
16,fixed+tokenmix,0.6,random,cml_lattice,0.8281835946028059,1.0189933028020588,0.8508529891129709,tokenmix,1.027372426425613,fixed,1.2303954213084414,chaos,12936,True,1.2734,0,0.006694374394349076,111.1
16,graph+none,0.3,random,cml_lattice,0.6251769130014462,nan,0.6251769130014462,none,1.0,graph,nan,chaos,12979,True,1.7734,0,0.006586622298610481,90.2
8,graph+none,0.3,block,cml_lattice,0.9607336760496151,nan,0.9607336760496151,none,1.0,graph,nan,chaos,12979,True,1.7734,0,0.006586622298610481,90.2
8,graph+none,0.6,random,cml_lattice,0.8255111098587569,nan,0.8255111098587569,none,1.0,graph,nan,chaos,12979,True,1.7734,0,0.006586622298610481,90.2
16,graph+pooled,0.3,random,cml_lattice,0.6346153606549714,1.0539461957354934,0.675306706894963,pooled,1.064119699526332,graph,1.6607637650745495,chaos,13131,True,1.0547,0,0.0067271689926697445,110.6
8,graph+pooled,0.3,block,cml_lattice,0.959580439124229,1.1396664594089083,0.9835206996894795,pooled,1.024948675055423,graph,1.1876716249541692,chaos,13131,True,1.0547,0,0.0067271689926697445,110.6
8,graph+pooled,0.6,random,cml_lattice,0.8283158964296412,1.1493851868824128,0.8558263436602217,pooled,1.0332125066646205,graph,1.3876169609163644,chaos,13131,True,1.0547,0,0.0067271689926697445,110.6
16,graph+attention,0.3,random,cml_lattice,0.621295621539043,1.012730019283374,0.6589999544936842,attention,1.060686622676081,graph,1.6300292230849605,chaos,14030,True,0.9844,0,0.006641038926318288,170.2
16,graph+attention,0.3,block,cml_lattice,0.9552032227798075,1.0171551766417548,0.9883062173536912,attention,1.0346554469085103,graph,1.064857354314254,chaos,14030,True,0.9844,0,0.006641038926318288,170.2
16,graph+attention,0.6,random,cml_lattice,0.8161998878787337,1.0204034965456337,0.850960383879995,attention,1.0425882146242413,graph,1.2501882341562383,chaos,14030,True,0.9844,0,0.006641038926318288,170.2
16,graph+spectral,0.3,random,cml_lattice,0.6279457181008865,1.0703466923969478,0.7454211960718279,spectral,1.1870790334015267,graph,1.7045210462363318,chaos,12992,True,1.0078,0,0.006643706509335475,143.9
8,graph+spectral,0.3,block,cml_lattice,0.960958547609173,1.153634555413747,0.992680198813722,spectral,1.0330104261869268,graph,1.2005039741661536,chaos,12992,True,1.0078,0,0.006643706509335475,143.9
16,graph+spectral,0.6,random,cml_lattice,0.8250948540543236,1.0788506120294539,0.9670935689453743,spectral,1.1720998672980472,graph,1.3075473767994477,chaos,12992,True,1.0078,0,0.006643706509335475,143.9
16,graph+tokenmix,0.3,random,cml_lattice,0.620009710732059,1.0506409710430702,0.6756420534296366,tokenmix,1.0897281796310758,graph,1.694555670430638,chaos,13080,True,1.3594,0,0.006511894075877287,144.4
8,graph+tokenmix,0.3,block,cml_lattice,0.9619657330739974,1.1404658574515454,0.9954259740415518,tokenmix,1.0347831942626802,graph,1.1855576744996354,chaos,13080,True,1.3594,0,0.006511894075877287,144.4
8,graph+tokenmix,0.6,random,cml_lattice,0.8269093234910001,1.1466639199946804,0.8613596407365479,tokenmix,1.04166154167921,graph,1.3866864085577824,chaos,13080,True,1.3594,0,0.006511894075877287,144.4
16,depthwise+none,0.3,random,cml_lattice,0.6396966228302516,nan,0.6396966228302516,none,1.0,depthwise,nan,chaos,12948,True,3.0703,0,0.007139834765852852,95.9
16,depthwise+none,0.3,block,cml_lattice,1.0788288725178996,nan,1.0788288725178996,none,1.0,depthwise,nan,chaos,12948,True,3.0703,0,0.007139834765852852,95.9
16,depthwise+none,0.6,random,cml_lattice,0.847981946999958,nan,0.847981946999958,none,1.0,depthwise,nan,chaos,12948,True,3.0703,0,0.007139834765852852,95.9
16,depthwise+pooled,0.3,random,cml_lattice,0.6374873043154141,1.1916739518000656,0.6335388687710994,pooled,0.993806252269518,depthwise,1.8693297007377776,chaos,12937,True,1.1458,0,0.007039312273263931,97.8
16,depthwise+pooled,0.3,block,cml_lattice,0.9620762098651741,1.1999429933133303,0.9638672722232321,pooled,1.0018616637015783,depthwise,1.2472431819943777,chaos,12937,True,1.1458,0,0.007039312273263931,97.8
16,depthwise+pooled,0.6,random,cml_lattice,0.8306072506234048,1.19212657737424,0.8290977814913946,pooled,0.9981826920835601,depthwise,1.435247015336671,chaos,12937,True,1.1458,0,0.007039312273263931,97.8
16,depthwise+attention,0.3,random,cml_lattice,0.6351563895520701,1.2391368242978094,0.6355723069914512,attention,1.0006548268209572,depthwise,1.9509160966981423,chaos,12914,True,1.0234,0,0.007015984293750741,162.9
16,depthwise+attention,0.3,block,cml_lattice,0.9642785699740093,1.2355245507758803,0.9654337619093464,attention,1.0011979856976063,depthwise,1.2812942123241233,chaos,12914,True,1.0234,0,0.007015984293750741,162.9
16,depthwise+attention,0.6,random,cml_lattice,0.8318796695553887,1.2402034155368318,0.8325385815523728,attention,1.0007920760911686,depthwise,1.4908447230110553,chaos,12914,True,1.0234,0,0.007015984293750741,162.9
16,depthwise+spectral,0.3,random,cml_lattice,0.6423310633016468,1.0855511618047817,0.6413222816077374,spectral,0.9984294988183755,depthwise,1.6900181601446125,chaos,12705,True,1.05,0,0.006996326720003377,131.2
8,depthwise+spectral,0.3,block,cml_lattice,0.9631305759961543,1.163849942207244,0.9636715286015233,spectral,1.0005616607123178,depthwise,1.208403067261662,chaos,12705,True,1.05,0,0.006996326720003377,131.2
16,depthwise+spectral,0.6,random,cml_lattice,0.8317092733631327,1.0938243626210316,0.8280843109106879,spectral,0.9956415509979987,depthwise,1.3151522985886641,chaos,12705,True,1.05,0,0.006996326720003377,131.2
16,depthwise+tokenmix,0.3,random,cml_lattice,0.6370483424422606,1.060647839026062,0.6579593556684822,tokenmix,1.0328248452010012,depthwise,1.6649408975146887,chaos,12896,True,1.6484,0,0.007121934280307455,186.8
16,depthwise+tokenmix,0.3,block,cml_lattice,0.9597341452272729,1.0622306498340977,0.9633109753405995,tokenmix,1.0037268967985709,depthwise,1.1067967677471273,chaos,12896,True,1.6484,0,0.007121934280307455,186.8
16,depthwise+tokenmix,0.6,random,cml_lattice,0.8275605058499889,1.0690062542738143,0.841928183773963,tokenmix,1.0173614833264875,depthwise,1.2917560066207319,chaos,12896,True,1.6484,0,0.007121934280307455,186.8
16,gru+none,0.3,random,cml_lattice,0.6143310917534944,nan,0.6143310917534944,none,1.0,gru,nan,chaos,13076,True,2.0375,0,0.006460410436954011,183.8
16,gru+none,0.3,block,cml_lattice,0.9642786274445317,nan,0.9642786274445317,none,1.0,gru,nan,chaos,13076,True,2.0375,0,0.006460410436954011,183.8
16,gru+none,0.6,random,cml_lattice,0.8154175753865999,nan,0.8154175753865999,none,1.0,gru,nan,chaos,13076,True,2.0375,0,0.006460410436954011,183.8
16,gru+pooled,0.3,random,cml_lattice,0.6217016185419707,1.081500461154324,0.7000157792288109,pooled,1.1259674389629295,gru,1.7395812217614688,chaos,13056,True,0.9922,0,0.0065079902044751425,172.6
16,gru+pooled,0.3,block,cml_lattice,0.9560396536241167,1.0841342000066287,1.037324344899724,pooled,1.0850223010807936,gru,1.1339845537755013,chaos,13056,True,0.9922,0,0.0065079902044751425,172.6
16,gru+pooled,0.6,random,cml_lattice,0.8171791167331338,1.0909227344293608,0.892700141980876,pooled,1.0924167342279318,gru,1.3349860662012285,chaos,13056,True,0.9922,0,0.0065079902044751425,172.6
16,gru+attention,0.3,random,cml_lattice,0.629232323671397,1.1565752006718684,0.6753257905518681,attention,1.073253495007263,gru,1.838073406533808,chaos,13007,True,0.9141,0,0.0066253583539615975,188.8
16,gru+attention,0.3,block,cml_lattice,0.9586569469510036,1.1588247091177144,0.9926691787859934,attention,1.0354790438260164,gru,1.2088001999081548,chaos,13007,True,0.9141,0,0.0066253583539615975,188.8
16,gru+attention,0.6,random,cml_lattice,0.8217539618638464,1.1538506095931498,0.8609127717041344,attention,1.0476527180367596,gru,1.4041314835599505,chaos,13007,True,0.9141,0,0.0066253583539615975,188.8
16,gru+spectral,0.3,random,cml_lattice,0.6295030576344182,1.014561612979816,0.6502648602438519,spectral,1.0329812577677597,gru,1.6116865528698026,chaos,12937,True,0.9609,0,0.00679809350351041,181.3
16,gru+spectral,0.3,block,cml_lattice,0.9598814020806112,1.0192865537497695,0.9725940992041878,spectral,1.0132440289977709,gru,1.061888011936051,chaos,12937,True,0.9609,0,0.00679809350351041,181.3
16,gru+spectral,0.6,random,cml_lattice,0.8219407103145208,1.0237448251442278,0.8377081810716556,spectral,1.0191832215624181,gru,1.2455214984454115,chaos,12937,True,0.9609,0,0.00679809350351041,181.3
16,gru+tokenmix,0.3,random,cml_lattice,0.621399002593976,1.0172566762936752,0.6402906044193397,tokenmix,1.0304017253753264,gru,1.6370426602669557,chaos,12899,True,1.3437,0,0.006606641310182485,211.4
16,gru+tokenmix,0.3,block,cml_lattice,0.9578328917918988,1.0207848157842159,0.9601363899351844,tokenmix,1.0024049060781117,gru,1.0657232848566598,chaos,12899,True,1.3437,0,0.006606641310182485,211.4
16,gru+tokenmix,0.6,random,cml_lattice,0.8159515725910816,1.024070221756521,0.8241496439031518,tokenmix,1.0100472522971393,gru,1.2550625014479126,chaos,12899,True,1.3437,0,0.006606641310182485,211.4
8,fixed+none,0.3,random,lorenz_state,0.7337910227730404,nan,0.7337910227730404,none,1.0,fixed,nan,chaos,12983,False,1.5729,0,0.012861574089831927,32.1
8,fixed+none,0.3,block,lorenz_state,0.588852234743882,nan,0.588852234743882,none,1.0,fixed,nan,chaos,12983,False,1.5729,0,0.012861574089831927,32.1
8,fixed+none,0.6,random,lorenz_state,0.9357628908984886,nan,0.9357628908984886,none,1.0,fixed,nan,chaos,12983,False,1.5729,0,0.012861574089831927,32.1
16,fixed+pooled,0.3,random,lorenz_state,0.723747861594452,0.8292383814335907,1.0533261119870312,pooled,1.4553771663884465,fixed,1.1457558984792549,chaos,12922,False,1.0104,0,0.011636660275557502,48.6
16,fixed+pooled,0.3,block,lorenz_state,0.5549296952983259,0.6402791823719449,1.095637388643237,pooled,1.974371524764467,fixed,1.1538023425250936,chaos,12922,False,1.0104,0,0.011636660275557502,48.6
16,fixed+pooled,0.6,random,lorenz_state,0.9371931002102644,1.033617730586692,1.0522069925423427,pooled,1.1227216592890776,fixed,1.1028866200090401,chaos,12922,False,1.0104,0,0.011636660275557502,48.6
8,fixed+attention,0.3,random,lorenz_state,0.7388101641900024,0.9769073836207309,0.749485855056479,attention,1.0144498429825757,fixed,1.3222711746146147,chaos,12986,False,0.9687,0,0.01248365033163943,61.4
8,fixed+attention,0.3,block,lorenz_state,0.5521695585403248,0.9371381273816155,0.5710009483574483,attention,1.0341043607454652,fixed,1.697192670054042,chaos,12986,False,0.9687,0,0.01248365033163943,61.4
8,fixed+attention,0.6,random,lorenz_state,0.9438110061073892,1.038082772368655,0.9366255756627757,attention,0.9923867910014647,fixed,1.0998841565220518,chaos,12986,False,0.9687,0,0.01248365033163943,61.4
8,fixed+spectral,0.3,random,lorenz_state,0.7414620393797619,1.0592752913868453,0.7349661291514621,spectral,0.991239052192431,fixed,1.428630509894932,chaos,12973,False,1.1979,0,0.012843901937065477,58.2
8,fixed+spectral,0.3,block,lorenz_state,0.593764617625374,1.0541358969453785,0.5918442599746846,spectral,0.9967657930538714,fixed,1.7753430663503564,chaos,12973,False,1.1979,0,0.012843901937065477,58.2
8,fixed+spectral,0.6,random,lorenz_state,0.9382463665002575,1.0626658046274913,0.9273949799602816,spectral,0.9884343953492167,fixed,1.1326084944952457,chaos,12973,False,1.1979,0,0.012843901937065477,58.2
16,fixed+tokenmix,0.3,random,lorenz_state,0.4511637299579904,1.1975075104543453,1.1339883427863595,tokenmix,2.5134740837698755,fixed,2.654263698382514,chaos,12795,False,1.2812,0,0.004932006662288172,57.3
8,fixed+tokenmix,0.3,block,lorenz_state,0.41363831161510073,0.764988042495007,1.265593019418113,tokenmix,3.0596610223952716,fixed,1.849412931573042,chaos,12795,False,1.2812,0,0.004932006662288172,57.3
16,fixed+tokenmix,0.6,random,lorenz_state,0.5294181074875445,1.1020068714011901,1.0974403717281191,tokenmix,2.0729180891379664,fixed,2.081543596290984,chaos,12795,False,1.2812,0,0.004932006662288172,57.3
8,graph+none,0.3,random,lorenz_state,0.7544472290410876,nan,0.7544472290410876,none,1.0,graph,nan,chaos,12979,False,1.7734,0,0.012456040173261003,32.0
16,graph+none,0.3,block,lorenz_state,0.5969656962241837,nan,0.5969656962241837,none,1.0,graph,nan,chaos,12979,False,1.7734,0,0.012456040173261003,32.0
8,graph+none,0.6,random,lorenz_state,0.9622014397283115,nan,0.9622014397283115,none,1.0,graph,nan,chaos,12979,False,1.7734,0,0.012456040173261003,32.0
8,graph+pooled,0.3,random,lorenz_state,0.7278836130934674,0.8832858816164263,1.1909814886174928,pooled,1.6362251700596522,graph,1.2134987870691405,chaos,13131,False,1.0547,0,0.01141107216773724,47.9
8,graph+pooled,0.3,block,lorenz_state,0.5537058576536956,0.803906833605787,1.2698520195132892,pooled,2.2933693078383377,graph,1.4518662255304775,chaos,13131,False,1.0547,0,0.01141107216773724,47.9
16,graph+pooled,0.6,random,lorenz_state,0.9207167829814721,0.9620932166858465,2.912502525610257,pooled,3.1632990507449743,graph,1.0449393716604023,chaos,13131,False,1.0547,0,0.01141107216773724,47.9
8,graph+attention,0.3,random,lorenz_state,0.7693436658455708,1.0383564166852144,0.7600199747071376,attention,0.9878809801752436,graph,1.3496652572605208,chaos,14030,False,0.9844,0,0.012292310119267891,60.2
16,graph+attention,0.3,block,lorenz_state,0.6040796705841716,3.100918341094965,0.60707469690231,attention,1.0049579988600545,graph,5.133293656606985,chaos,14030,False,0.9844,0,0.012292310119267891,60.2
8,graph+attention,0.6,random,lorenz_state,0.9572011717473327,1.0465637619107528,0.9471296525338454,attention,0.9894781582902765,graph,1.0933582122557293,chaos,14030,False,0.9844,0,0.012292310119267891,60.2
8,graph+spectral,0.3,random,lorenz_state,0.7516395558402904,1.096573933202844,0.7509237681040732,spectral,0.9990476981544473,graph,1.4589092932674843,chaos,12960,False,1.2734,0,0.012323789298534393,54.0
8,graph+spectral,0.3,block,lorenz_state,0.5970119276059872,1.0820972149893053,0.5872016452055092,spectral,0.9835676944683214,graph,1.8125219362509324,chaos,12960,False,1.2734,0,0.012323789298534393,54.0
8,graph+spectral,0.6,random,lorenz_state,0.9559479283565956,1.0930980021374397,0.9471733476365177,spectral,0.9908210683241266,graph,1.143470234844929,chaos,12960,False,1.2734,0,0.012323789298534393,54.0
8,graph+tokenmix,0.3,random,lorenz_state,0.4883776268729617,1.550408182967094,1.1440036802479019,tokenmix,2.3424571833334284,graph,3.174609354843339,chaos,12942,False,1.3828,0,0.005375872747125951,57.6
8,graph+tokenmix,0.3,block,lorenz_state,0.4371069483878464,1.4469942117942718,1.1875684390653725,tokenmix,2.7168830041375576,graph,3.3103894072860838,chaos,12942,False,1.3828,0,0.005375872747125951,57.6
16,graph+tokenmix,0.6,random,lorenz_state,0.5611774393332601,4.395672673151307,1.1108642066366459,tokenmix,1.979523995042412,graph,7.832946168281185,chaos,12942,False,1.3828,0,0.005375872747125951,57.6
16,depthwise+none,0.3,random,lorenz_state,0.8710565721632069,nan,0.8710565721632069,none,1.0,depthwise,nan,chaos,12948,False,3.0703,0,0.015512780561535195,34.6
16,depthwise+none,0.3,block,lorenz_state,0.8152936426149274,nan,0.8152936426149274,none,1.0,depthwise,nan,chaos,12948,False,3.0703,0,0.015512780561535195,34.6
16,depthwise+none,0.6,random,lorenz_state,0.9756202850025288,nan,0.9756202850025288,none,1.0,depthwise,nan,chaos,12948,False,3.0703,0,0.015512780561535195,34.6
16,depthwise+pooled,0.3,random,lorenz_state,0.7283692538210149,1.0423945162683836,0.9977823358755681,pooled,1.3698853028751776,depthwise,1.431134703723416,chaos,12937,False,1.1458,0,0.012713900396854362,50.6
8,depthwise+pooled,0.3,block,lorenz_state,0.5742578394630575,0.920564644764205,0.9654727353154289,pooled,1.6812530347311672,depthwise,1.6030510713183317,chaos,12937,False,1.1458,0,0.012713900396854362,50.6
16,depthwise+pooled,0.6,random,lorenz_state,0.9232035839197559,1.1037516293652856,1.0446664916789739,pooled,1.1315667636855442,depthwise,1.19556688101118,chaos,12937,False,1.1458,0,0.012713900396854362,50.6
16,depthwise+attention,0.3,random,lorenz_state,0.8271704010062483,0.9798246037583269,0.8468995520713851,attention,1.0238513745670015,depthwise,1.1845498854484828,chaos,12914,False,1.0234,0,0.015093370764092966,61.9
16,depthwise+attention,0.3,block,lorenz_state,0.7085750954306185,1.001707948807368,0.7119691224628789,attention,1.0047899327172907,depthwise,1.4136934183364227,chaos,12914,False,1.0234,0,0.015093370764092966,61.9
16,depthwise+attention,0.6,random,lorenz_state,0.9827702114993501,1.0020807296046434,1.03228193223601,attention,1.0503797532295194,depthwise,1.0196490673804943,chaos,12914,False,1.0234,0,0.015093370764092966,61.9
16,depthwise+spectral,0.3,random,lorenz_state,0.8413978676441862,1.007507108246208,0.8475901413867568,spectral,1.007359507292202,depthwise,1.1974205628392045,chaos,12875,False,1.4687,0,0.01565984249199656,50.8
16,depthwise+spectral,0.3,block,lorenz_state,0.7619142628624433,1.0198016362625346,0.764439368315158,spectral,1.003314159579095,depthwise,1.3384729568274933,chaos,12875,False,1.4687,0,0.01565984249199656,50.8
16,depthwise+spectral,0.6,random,lorenz_state,0.9885004755528936,1.0227002527967275,0.9949817557623635,spectral,1.006556678898758,depthwise,1.0345976335769642,chaos,12875,False,1.4687,0,0.01565984249199656,50.8
8,depthwise+tokenmix,0.3,random,lorenz_state,0.539376910880848,1.0409368978577551,1.137854047782505,tokenmix,2.1095712938922304,depthwise,1.929887759114155,chaos,13087,False,1.6641,0,0.006481043063104153,55.5
16,depthwise+tokenmix,0.3,block,lorenz_state,0.4551367390625294,2.1016492288244506,1.5150423208755914,tokenmix,3.3287629647217867,depthwise,4.61762158149073,chaos,13087,False,1.6641,0,0.006481043063104153,55.5
8,depthwise+tokenmix,0.6,random,lorenz_state,0.697468327159428,1.0340973376184546,1.120753666064358,tokenmix,1.6068882591828073,depthwise,1.482644153649259,chaos,13087,False,1.6641,0,0.006481043063104153,55.5
16,gru+none,0.3,random,lorenz_state,0.723693565446335,nan,0.723693565446335,none,1.0,gru,nan,chaos,13076,False,2.0375,0,0.010977042563767596,41.7
16,gru+none,0.3,block,lorenz_state,0.4587754935979396,nan,0.4587754935979396,none,1.0,gru,nan,chaos,13076,False,2.0375,0,0.010977042563767596,41.7
8,gru+none,0.6,random,lorenz_state,0.9277095549951494,nan,0.9277095549951494,none,1.0,gru,nan,chaos,13076,False,2.0375,0,0.010977042563767596,41.7
8,gru+pooled,0.3,random,lorenz_state,0.7431418154788161,0.8601323917628675,1.209646782492856,pooled,1.6277468947343041,gru,1.157426986138134,chaos,13056,False,0.9922,0,0.011731731377288022,55.6
16,gru+pooled,0.3,block,lorenz_state,0.5312533388143478,0.6899180425653995,1.4620960369071752,pooled,2.752163478483324,gru,1.2986610947333712,chaos,13056,False,0.9922,0,0.011731731377288022,55.6
8,gru+pooled,0.6,random,lorenz_state,0.9432735870046464,1.1157617398353186,1.1037892217393703,pooled,1.170168694370463,gru,1.1828612135514216,chaos,13056,False,0.9922,0,0.011731731377288022,55.6
8,gru+attention,0.3,random,lorenz_state,0.7492618700272853,0.8850637571919096,0.7696425407935436,attention,1.027200998184408,gru,1.1812475618967222,chaos,13007,False,0.9141,0,0.012255828742953863,68.9
8,gru+attention,0.3,block,lorenz_state,0.5647521307756853,0.8235461451400921,0.6092692340712168,attention,1.0788259147148103,gru,1.4582435377604577,chaos,13007,False,0.9141,0,0.012255828742953863,68.9
8,gru+attention,0.6,random,lorenz_state,0.9478049898103268,0.9635395401455288,0.9381254031089166,attention,0.9897873646947699,gru,1.0166010418855789,chaos,13007,False,0.9141,0,0.012255828742953863,68.9
8,gru+spectral,0.3,random,lorenz_state,0.7331591075750736,0.9970292097298058,0.7686835756552353,spectral,1.0484539681947878,gru,1.3599083738146327,chaos,13051,False,1.2266,0,0.011482125306925313,56.9
16,gru+spectral,0.3,block,lorenz_state,0.5052754287124583,1.0066604754823463,0.5698780860071724,spectral,1.1278563207780248,gru,1.9923004727293312,chaos,13051,False,1.2266,0,0.011482125306925313,56.9
8,gru+spectral,0.6,random,lorenz_state,0.9320882181564303,1.017569742476388,0.9337275393847793,spectral,1.0017587618815647,gru,1.0917096929827426,chaos,13051,False,1.2266,0,0.011482125306925313,56.9
16,gru+tokenmix,0.3,random,lorenz_state,0.4446708196076119,1.794861377222402,1.102471286790014,tokenmix,2.479297579640735,gru,4.036382191226828,chaos,13065,False,1.3672,0,0.004901827096050097,61.3
16,gru+tokenmix,0.3,block,lorenz_state,0.37286593543199836,1.6476571648339378,1.2439117541037437,tokenmix,3.336083122376307,gru,4.418899685553147,chaos,13065,False,1.3672,0,0.004901827096050097,61.3
16,gru+tokenmix,0.6,random,lorenz_state,0.5288575133754151,1.9424835651664982,1.0682251204730617,tokenmix,2.0198732048924697,gru,3.6729809372824507,chaos,13065,False,1.3672,0,0.004901827096050097,61.3
16,fixed+none,0.3,random,digits_8x8,0.5632029121141571,nan,0.5632029121141571,none,1.0,fixed,nan,image,13151,True,1.4896,0,0.016118520066480745,102.6
8,fixed+none,0.3,block,digits_8x8,0.8320233071713856,nan,0.8320233071713856,none,1.0,fixed,nan,image,13151,True,1.4896,0,0.016118520066480745,102.6
8,fixed+none,0.6,random,digits_8x8,0.6981764525921141,nan,0.6981764525921141,none,1.0,fixed,nan,image,13151,True,1.4896,0,0.016118520066480745,102.6
16,fixed+pooled,0.3,random,digits_8x8,0.5867468876604889,1.053086119172486,0.6146768829369756,pooled,1.0476014374577272,fixed,1.7947877378121457,image,13238,True,0.9792,0,0.017064283644272524,123.1
8,fixed+pooled,0.3,block,digits_8x8,0.844963454137415,1.0645263906282074,0.8741784188783346,pooled,1.0345754181413016,fixed,1.2598490330152021,image,13238,True,0.9792,0,0.017064283644272524,123.1
16,fixed+pooled,0.6,random,digits_8x8,0.6867019007278415,1.0460475961721774,0.7797653171691129,pooled,1.1355222933599465,fixed,1.523292122918929,image,13238,True,0.9792,0,0.017064283644272524,123.1
16,fixed+attention,0.3,random,digits_8x8,0.5761306500044898,0.9312449928608266,0.6170216419494683,attention,1.070975206656094,fixed,1.616378147653782,image,13114,True,0.9141,0,0.016488311261954634,143.6
8,fixed+attention,0.3,block,digits_8x8,0.8330693556210849,1.0515859306119568,0.8923263971534645,attention,1.0711309822316069,fixed,1.2623029805579147,image,13114,True,0.9141,0,0.016488311261954634,143.6
16,fixed+attention,0.6,random,digits_8x8,0.6876448701884634,0.9661867217218063,0.7707890499164317,attention,1.1209115101886544,fixed,1.4050664283396788,image,13114,True,0.9141,0,0.016488311261954634,143.6
8,fixed+spectral,0.3,random,digits_8x8,0.6035954250991098,1.0208097726966585,0.6210002375167318,spectral,1.0288352291847875,fixed,1.6912152250475432,image,12573,True,0.8437,0,0.017481125129217453,132.8
8,fixed+spectral,0.3,block,digits_8x8,0.8595304107567794,1.0631067025824763,0.8961363924960425,spectral,1.0425883497327721,fixed,1.2368459443412325,image,12573,True,0.8437,0,0.017481125129217453,132.8
8,fixed+spectral,0.6,random,digits_8x8,0.7340638913124513,1.0202357039535135,0.7970240469316542,spectral,1.0857693129499053,fixed,1.389845919446342,image,12573,True,0.8437,0,0.017481125129217453,132.8
16,fixed+tokenmix,0.3,random,digits_8x8,0.5575054717252045,1.0863363187545099,0.6497823819340233,tokenmix,1.1655174969373256,fixed,1.9485662004228133,image,13269,True,1.2188,0,0.015681577169082382,168.5
8,fixed+tokenmix,0.3,block,digits_8x8,0.8033409799050936,0.9362767742756796,0.9286606554127069,tokenmix,1.1559981111911142,fixed,1.1654786668374506,image,13269,True,1.2188,0,0.015681577169082382,168.5
8,fixed+tokenmix,0.6,random,digits_8x8,0.6605243996121007,0.8348684492152123,0.8481117620208128,tokenmix,1.2839976275197018,fixed,1.2639479324389784,image,13269,True,1.2188,0,0.015681577169082382,168.5
16,graph+none,0.3,random,digits_8x8,0.5163169762823897,nan,0.5163169762823897,none,1.0,graph,nan,image,12979,True,1.7734,0,0.013235945466228506,171.9
16,graph+none,0.3,block,digits_8x8,0.7977922591124316,nan,0.7977922591124316,none,1.0,graph,nan,image,12979,True,1.7734,0,0.013235945466228506,171.9
8,graph+none,0.6,random,digits_8x8,0.6707548392976852,nan,0.6707548392976852,none,1.0,graph,nan,image,12979,True,1.7734,0,0.013235945466228506,171.9
16,graph+pooled,0.3,random,digits_8x8,0.5179981468071125,1.1391819891528314,1.0930417850606082,pooled,2.1101268253525727,graph,2.199200897097089,image,13131,True,1.0547,0,0.013249589553610846,219.9
