arch,dataset,frac_affected_final,frac_affected_step1,frac_curve,global_share_final,global_share_mean,has_global,knockout_ratio,memory_ratio,modality,n_cells,n_params,nrmse_global_off,nrmse_global_on,nrmse_intact,nrmse_wiped,ordered,radius_curve,radius_step1,scale,seed,steps_to_cover
A1_local,cml_lattice,0.5,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2500;0.2812;0.2969;0.3125;0.3281;0.3594;0.3594;0.3906;0.3906;0.3906;0.3906;0.3906;0.4219;0.4375;0.4375;0.4688;0.4844;0.4844;0.4844;0.4844;0.4844;0.4844;0.5000;0.5000;0.5000,0.0,0.0,False,1.0,1.4094284203119922,chaos,64,13215,0.663716952787724,0.663716952787724,0.7959077793748093,1.121775044198263,True,1;2;3;4;5;6;7;8;9;9;10;10;11;11;12;12;12;12;12;13;14;14;15;16;16;16;16;16;16;17;17;17,1.0,0.7422,0,nan
A1_local,cml_lattice,0.359375,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2656;0.2812;0.2969;0.2969;0.2969;0.3125;0.3125;0.3125;0.3125;0.3281;0.3281;0.3438;0.3438;0.3438;0.3594;0.3594;0.3594;0.3594;0.3594;0.3750;0.3750;0.3594;0.3750;0.3750;0.3594,0.0,0.0,False,1.0,1.3656155014779439,chaos,64,13215,0.6177712689477619,0.6177712689477619,0.7907232598463972,1.0798239410254122,True,1;2;3;4;5;6;7;8;9;9;9;9;10;10;10;10;11;11;11;11;11;11;11;11;11;11;12;12;12;13;13;12,1.0,0.7422,2,nan
A2_pooled,cml_lattice,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.310528689930946,0.32728511116346753,True,1.014370836059741,1.0298831019175898,chaos,64,13046,0.6499414856933096,0.6407336080539991,0.7056665074291745,0.7267540115905101,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.6133,1,1
A3_attentive,cml_lattice,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;0.9844;1.0000,1.7567880406536456,1.5696107861754722,True,1.590180042403755,0.7609896594062435,chaos,64,13163,1.0575330591662009,0.6650398262875995,0.9249338516448746,0.7038650967365381,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.5547,0,1
A3_attentive,cml_lattice,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,1.3314158816355792,1.1667491145482003,True,1.5833994476518884,0.855942612350883,chaos,64,13163,0.985807726631245,0.6225894091937157,0.7475664019205523,0.6398739389656277,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.5547,2,1
A4_interleaved,cml_lattice,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.12189505000613886,0.12316262346525494,True,0.9940181725530398,1.1393014836916255,chaos,64,12795,0.624676160532395,0.6284353523718531,0.7525513647926599,0.8573828864624352,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.5859,1,1
A1_local,cml_timewindow,0.265625,0.046875,0.0469;0.0781;0.1094;0.1406;0.1406;0.1406;0.1562;0.1719;0.1719;0.1875;0.1875;0.1875;0.1875;0.1875;0.2031;0.2031;0.2188;0.2188;0.2344;0.2344;0.2344;0.2344;0.2344;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2656;0.2656,0.0,0.0,False,1.0,1.6852495477000509,chaos,64,13215,0.3495841604201941,0.3495841604201941,0.3555717263399996,0.5992270909894106,True,1;2;3;4;4;4;5;5;5;6;6;6;6;6;7;7;7;7;8;8;8;8;8;9;9;9;9;9;9;9;9;9,1.0,0.7422,0,nan
A1_local,cml_timewindow,0.34375,0.046875,0.0469;0.0781;0.1094;0.1250;0.1406;0.1562;0.1562;0.1719;0.1719;0.1875;0.1875;0.2031;0.2031;0.2188;0.2344;0.2344;0.2500;0.2500;0.2656;0.2656;0.2656;0.2812;0.2812;0.2812;0.2969;0.2969;0.2969;0.3125;0.3281;0.3438;0.3438;0.3438,0.0,0.0,False,1.0,1.2275906114892923,chaos,64,13215,0.3424037672462562,0.3424037672462562,0.44215535227865466,0.5427857592770171,True,1;2;3;4;5;5;5;6;6;7;7;8;8;9;9;9;10;10;11;11;11;12;12;12;13;13;13;14;14;15;15;15,1.0,0.7422,2,nan
A2_pooled,cml_timewindow,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.15523404295477286,0.17039758513590533,True,0.9397097197101493,1.6816127528506302,chaos,64,13046,0.3999075247490119,0.42556495517824616,0.9572518868422484,1.6097269806042531,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.6133,1,1
A3_attentive,cml_timewindow,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,3.5396992067742694,3.0755344301132115,True,25.723412366000325,2.231730786409525,chaos,64,13163,9.541644343745746,0.37093229342920786,0.4790231342913851,1.0690506762004683,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.5547,0,1
