arch,dataset,decay_per_cell,frac_affected_final__thresholded,frac_affected_step1__thresholded,frac_curve,global_share_final,global_share_mean,has_global,knockout_ratio,lightcone_leak_final,lightcone_leak_step1,memory_ratio,modality,n_cells,n_params,nrmse_global_off,nrmse_global_on,nrmse_intact,nrmse_wiped,ordered,radius_curve,radius_step1__thresholded,scale,seed,steps_to_cover__thresholded
A8_spectral,cml_timewindow,0.45705709384606236,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.04970574187573965,0.04490661252279092,True,0.999979800422248,0.0,0.029852144456258008,1.4298202490063354,chaos,64,13835,0.38927116107115045,0.3892790243430699,0.4721698475071917,0.6751180089360163,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,0,1
A8_spectral,cml_timewindow,0.37830319273631974,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.06205500437054491,0.056824015744108274,True,1.0041169480444128,0.0,0.01545616271240049,1.420391137177962,chaos,64,13835,0.39162665895840815,0.39002096291784355,0.40513911944129494,0.5754560145784992,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,2,1
A5_transformer,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,1.001470415291455,0.8004742185670324,True,1.0020493427875505,0.0,0.0,1.0192962982141587,chaos,3,14479,0.992764607441075,0.9907342533446039,0.9863636180423137,1.0053967845636547,False,1;1;1;1;1;1,1.0,0.9875,1,1
A6_graph,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,1.0254984068376365,chaos,3,13108,0.7762213258030918,0.7762213258030918,0.8443466653876527,0.8658761601737088,False,1;1;1;1;1;1,1.0,1.0375,0,1
A6_graph,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,1.066459500841027,chaos,3,13108,0.7631146456778596,0.7631146456778596,0.7989085801365805,0.8520036455900712,False,1;1;1;1;1;1,1.0,1.0375,2,1
A7_recurrent,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,1.052703991002313,chaos,3,13038,0.972810178184193,0.972810178184193,1.073406115227155,1.1299789014659147,False,1;1;1;1;1;1,1.0,2.6146,1,1
A8_spectral,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0728447657457107,0.055956183096393095,True,1.0060961615314463,0.0,0.0,1.0889180168782533,chaos,3,12766,0.8208365106842007,0.8158628787876007,0.9261001773236099,1.0084471685218241,False,1;1;1;1;1;1,1.0,1.375,0,1
A8_spectral,lorenz_state,nan,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.06219098256239065,0.05274800864390755,True,0.9947696102835918,0.0,0.0,1.1196827722268305,chaos,3,12766,0.7618962020462975,0.7659021688741516,0.8310550847509741,0.9305180611671744,False,1;1;1;1;1;1,1.0,1.375,2,1
A5_transformer,eca_rule110,0.2974672366606301,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.4834543237737664,0.4907800576672926,True,1.010927040162027,0.0,0.039541763982786,0.9874453314045618,ca,64,14479,0.9439616800990254,0.9337584638627644,0.9467763444780576,0.9348898812391352,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,1,1
A6_graph,eca_rule110,0.7764634978916349,0.265625,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.1719;0.1875;0.2031;0.2031;0.2031;0.2031;0.2031;0.2188;0.2188;0.2188;0.2188;0.2188;0.2344;0.2344;0.2344;0.2344;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2500;0.2656;0.2656,0.0,0.0,False,1.0,0.0,0.0,0.9974754145064604,ca,64,13108,0.956788944867215,0.956788944867215,0.9603759706896494,0.9579514194457023,True,1;2;3;4;5;5;6;6;6;6;6;6;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8,1.0,1.0375,0,nan
A6_graph,eca_rule110,0.5780536819035614,0.296875,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2344;0.2656;0.2656;0.2656;0.2656;0.2656;0.2656;0.2656;0.2656;0.2656;0.2656;0.2812;0.2812;0.2812;0.2969,0.0,0.0,False,1.0,0.0,0.0,1.000956202085658,ca,64,13108,0.9552822659756437,0.9552822659756437,0.9609779955782656,0.9618968847419089,True,1;2;3;4;5;6;7;7;7;7;7;7;7;7;7;7;7;7;8;8;8;8;8;8;8;8;8;8;9;9;9;9,1.0,1.0375,2,nan
A7_recurrent,eca_rule110,0.22618545990291433,0.484375,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2188;0.2500;0.2812;0.2812;0.3125;0.3125;0.3281;0.3438;0.3594;0.3750;0.3750;0.3906;0.3906;0.4062;0.4219;0.4219;0.4219;0.4375;0.4531;0.4531;0.4531;0.4531;0.4531;0.4531;0.4688;0.4844,0.0,0.0,False,1.0,0.0,0.0,1.001858428169432,ca,64,13038,0.9609350963413663,0.9609350963413663,0.9609472156225088,0.9627330669973589,True,1;2;3;4;5;6;7;8;9;9;10;10;11;11;12;12;12;13;13;13;14;14;14;15;15;15;15;15;15;15;16;16,1.0,2.6146,1,nan
A8_spectral,eca_rule110,0.3927456545769819,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.10083257328830643,0.0800169321189954,True,1.024398532285978,0.0,0.013477756122566811,0.9980395118119423,ca,64,13835,0.9743123523653621,0.9511067437700763,0.9494321830003538,0.9475708324202198,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,0,1
A8_spectral,eca_rule110,0.2841385655625334,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.035004682298703606,0.03360317825037798,True,1.0145904260804433,0.0,0.017231711893344766,0.9107148789539584,ca,64,13835,0.9653934024390443,0.9515104594161641,1.0405514665078974,0.9476457028661037,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,2,1
A5_transformer,digits_8x8,0.40735295410744077,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.908990166634399,0.6745712715944442,True,1.6166278220723733,0.0,0.08719139564833668,1.102417991103164,image,64,13039,0.8113189725786382,0.5018588456176631,0.6425046665317274,0.7083087037523152,True,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,4.0,0.9766,1,1
A6_graph,digits_8x8,0.8612858867089898,1.0,0.078125,0.0781;0.2031;0.3906;0.6094;0.7969;0.9219;0.9844;0.9844;0.9844;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,0.9934586778194879,image,64,13108,0.5541572009862529,0.5541572009862529,0.7205060495198471,0.7157929873169298,True,1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4,1.0,1.0375,0,10
A6_graph,digits_8x8,0.8942972189952932,1.0,0.078125,0.0781;0.2031;0.3906;0.6094;0.7969;0.9219;0.9844;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,0.9797389406270207,image,64,13108,0.5418137852538598,0.5418137852538598,0.6497045890910184,0.6365408858365481,True,1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4,1.0,1.0375,2,8
A7_recurrent,digits_8x8,0.40280691798900115,1.0,0.140625,0.1406;0.3906;0.7656;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,0.5406457804972541,image,64,13020,0.5336839857868485,0.5336839857868485,1.2096443963984285,0.6539891388149582,True,1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4,1.0,2.2396,1,4
A8_spectral,digits_8x8,0.40014229447157473,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.054568465679879885,0.08023024669494061,True,1.053823643569858,0.0,0.05480841425342815,0.6919839342830817,image,64,13016,0.6159727360773201,0.5845121618174125,0.8532136818082307,0.5904101603218128,True,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,4.0,0.6563,0,1
A8_spectral,digits_8x8,0.23897309515259843,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.15138458776413605,0.1730321745722074,True,1.0163789068581348,0.0,0.031979852289933955,1.0548951022816881,image,64,13016,0.5931156516975222,0.58355761586098,0.588858487199049,0.621183934083281,True,4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4,4.0,0.6563,2,1
A5_transformer,natural_patches_16x16,0.5531177134605421,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.9783219846081863,0.9462415547518321,True,3.1475515043629674,0.0,0.02016600950585134,1.2845946499063394,image,256,13039,0.8174195287799797,0.25970012806682163,0.27790258109467136,0.35699216886937746,True,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,8.0,0.9766,1,1
A6_graph,natural_patches_16x16,0.576953007381111,0.8359375,0.01953125,0.0195;0.0508;0.0977;0.1602;0.2305;0.3008;0.3359;0.3828;0.4297;0.4609;0.4922;0.5234;0.5508;0.5664;0.5898;0.6250;0.6562;0.6914;0.7031;0.7266;0.7617;0.7734;0.7734;0.7891;0.8008;0.8125;0.8242;0.8320;0.8320;0.8398;0.8359;0.8359,0.0,0.0,False,1.0,0.0,0.0,0.6846421278199032,image,256,13108,0.2332069288656372,0.2332069288656372,0.44104916283382617,0.3019608373157377,True,1;2;3;4;5;5;6;6;7;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1.0,1.0375,0,nan
A6_graph,natural_patches_16x16,0.3627369867509519,1.0,0.01953125,0.0195;0.0508;0.0977;0.1602;0.2383;0.3320;0.4180;0.5000;0.5625;0.5977;0.6562;0.6914;0.7383;0.7656;0.8125;0.8359;0.8633;0.8711;0.8984;0.9180;0.9297;0.9453;0.9531;0.9648;0.9844;0.9844;0.9883;0.9922;1.0000;1.0000;1.0000;1.0000,0.0,0.0,False,1.0,0.0,0.0,0.9346516362754411,image,256,13108,0.23182927087417546,0.23182927087417546,0.25538096511932135,0.23869223692237504,True,1;2;3;4;5;6;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1.0,1.0375,2,28
A7_recurrent,natural_patches_16x16,0.5598956648575573,0.9453125,0.03515625,0.0352;0.0977;0.1914;0.3125;0.4219;0.5000;0.5508;0.6055;0.6484;0.6797;0.7500;0.7773;0.8125;0.8359;0.8594;0.8672;0.8867;0.8906;0.8945;0.8945;0.9062;0.9141;0.9180;0.9219;0.9297;0.9375;0.9375;0.9375;0.9375;0.9375;0.9414;0.9453,0.0,0.0,False,1.0,0.0,0.0,1.1886686248667635,image,256,13020,0.2914239054901162,0.2914239054901162,0.2914311717938817,0.3464150902195429,True,1;2;3;4;5;6;6;7;7;7;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,1.0,2.2396,1,nan
A8_spectral,natural_patches_16x16,0.6083092569020455,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.03292374112279165,0.04022996745507054,True,1.0594024267071405,0.0,0.02197774078778806,0.42752970696966786,image,256,13016,0.32150128609112233,0.30347418316797725,3.7042246909138776,1.5836660966562186,True,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,8.0,0.6563,0,1
A8_spectral,natural_patches_16x16,0.47526674005510955,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.10664223392022368,0.06475686232908807,True,1.0638594542625237,0.0,0.062054085913130934,0.23297659476137697,image,256,13016,0.3153360138376131,0.2964075870869679,1.6077603673603795,0.3745705355799217,True,8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8,8.0,0.6563,2,1
A5_transformer,text_chars,0.423552637080878,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.5314161897251495,0.5521642618630543,True,1.014886206091022,0.0,0.04434037971399844,0.9919327378325722,text,64,14479,0.9663346016488136,0.9521605435655571,0.9716643882494911,0.963825716890729,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.9875,1,1
A6_graph,text_chars,0.7611080025838085,0.21875,0.046875,0.0469;0.0781;0.1094;0.1406;0.1406;0.1406;0.1562;0.1562;0.1562;0.1719;0.1719;0.1719;0.1719;0.1875;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2031;0.2188;0.2188;0.2188;0.2188;0.2188,0.0,0.0,False,1.0,0.0,0.0,1.1479994879674174,text,64,13108,0.9937407957132013,0.9937407957132013,0.9951181624071138,1.142395140910444,True,1;2;3;4;4;4;5;5;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7,1.0,1.0375,0,nan
A6_graph,text_chars,1.0431813854975416,0.171875,0.046875,0.0469;0.0781;0.1094;0.1250;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1406;0.1562;0.1562;0.1562;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719;0.1719,0.0,0.0,False,1.0,0.0,0.0,1.1347337009582292,text,64,13108,0.9767801045191113,0.9767801045191113,0.9773078801275473,1.1089841877927733,True,1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5,1.0,1.0375,2,nan
A7_recurrent,text_chars,0.12882523046060748,0.421875,0.046875,0.0469;0.0781;0.1094;0.1406;0.1719;0.2031;0.2188;0.2344;0.2500;0.2656;0.2656;0.2812;0.2969;0.2969;0.3281;0.3281;0.3281;0.3438;0.3594;0.3594;0.3594;0.3750;0.3750;0.3750;0.3750;0.3906;0.3906;0.3906;0.4219;0.4219;0.4219;0.4219,0.0,0.0,False,1.0,0.0,0.0,1.007047003730822,text,64,13038,0.9660762693554849,0.9660762693554849,0.9731936660805559,0.9800517654762377,True,1;2;3;4;5;6;7;7;8;8;8;9;9;9;10;10;10;11;11;11;11;12;12;12;12;13;13;13;14;14;14;14,1.0,2.6146,1,nan
A8_spectral,text_chars,0.5060509039245334,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.04210724979108832,0.04589153744004622,True,1.0000975206300085,0.0,0.020789021690248332,1.1744386592207068,text,64,13835,0.9935039941736857,0.9934071164858311,0.9934893092847906,1.1667922523465355,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,0,1
A8_spectral,text_chars,0.5191039811939355,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.013505607655053578,0.024169220188167053,True,0.9994671997278085,0.0,0.012713491132268682,1.1361697427780029,text,64,13835,0.974792666883973,0.9753123135501043,0.9770977363288819,1.1101488837537545,True,32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32;32,32.0,0.8036,2,1
A5_transformer,tabular_breastcancer,0.21788670596572546,1.0,1.0,1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000;1.0000,0.6559012923694807,0.5152552716761993,True,1.0684843538824575,0.0,0.0938027958634837,1.105621831679784,tabular,30,14479,0.8835545132042809,0.8269232113636354,0.8316353799878512,0.9194742321118812,False,15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15,15.0,0.9875,1,1
