budget,corr_dim_pub,density_kl,dim,diverged,epochs,final_train_loss,kaplan_yorke_dim,lyap_max,lyap_time_per_step,n_params,n_train,nrmse_1,seed,smape_1,smape_all,spectrum_error,system,vpt_lyap,vpt_steps,wall_s
100000,1.796820702938341,0.06254227000665176,3,False,200,0.00013386172731406988,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,500,0.022650361601048902,2,0.027853557756950944,0.37182937784331266,0.5240591701042695,Rossler,0.6139735786706673,69.0,3.08
1000,1.796820702938341,0.028935926406980936,3,False,200,1.5896899261861107e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,2000,0.004855932253320507,0,0.015190266862026876,0.36507544209846143,0.8834348890326768,Rossler,1.0499838012049092,118.0,3.4
1000,1.796820702938341,0.054308356478008114,3,False,200,1.8210676455055362e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,2000,0.005447373708182469,1,0.013819270876962317,0.2843393504798946,0.29587232858008267,Rossler,0.4538065581478845,51.0,3.29
1000,1.796820702938341,0.6316313312100706,3,False,200,2.1817668035509995e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,2000,0.005236977429260458,2,0.01460035591268317,0.7687685665235648,0.26276833338690103,Rossler,0.16906518832960402,19.0,3.66
2200,1.796820702938341,0.04596646258491421,3,False,200,1.0275383872794919e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,2000,0.003391488817267542,0,0.014714224561966817,0.2229750281010218,0.5532003625281766,Rossler,1.3703178422504747,154.0,3.72
2200,1.796820702938341,0.21661511874113137,3,False,200,1.261159467685502e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,2000,0.004176251592872556,1,0.00968649690700764,0.6867818167212232,0.527456113036191,Rossler,0.16016702052278275,18.0,3.9
2200,1.796820702938341,0.06631205425837587,3,False,200,1.257162437104853e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,2000,0.0037891282876640095,2,0.017025179294450705,0.30640265481278806,0.4359936285515051,Rossler,0.36482488007967184,41.0,3.99
4600,1.796820702938341,0.0385617779735602,3,False,200,1.2379110863548703e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,2000,0.004306995803122856,0,0.014123060229782797,0.2377097153651878,0.46181284975371734,Rossler,1.1923544861140494,134.0,5.49
4600,1.796820702938341,1.4248517079991567,3,False,200,1.231288822600618e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,2000,0.003449835890903605,1,0.01709257730631935,0.5700856602813402,3.111398881621234,Rossler,0.46270472595470574,52.0,4.57
4600,1.796820702938341,0.10878697736871941,3,False,200,1.0398555565188871e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,2000,0.00330336937614392,2,0.01485918365084648,0.43435338825720216,0.5416720927222459,Rossler,0.23135236297735287,26.0,5.46
10000,1.796820702938341,0.03557544673237182,3,False,200,7.525066881498788e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,2000,0.0022450808034431427,0,0.005384005409207735,0.19244286483666984,0.3744075519551127,Rossler,1.2190489895345133,137.0,10.58
10000,1.796820702938341,0.016697158936604558,3,False,200,7.598631422297331e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,2000,0.00280473134158054,1,0.01392972818592976,0.15448556657788834,0.3816710350797687,Rossler,1.7796335613642529,200.0,7.12
10000,1.796820702938341,0.05654613737206205,3,False,200,5.173354302314692e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,2000,0.0022704340279325716,2,0.013983955630052697,0.19426738723718956,0.40517740904270744,Rossler,1.210150821727692,136.0,8.0
22000,1.796820702938341,0.01235859440535595,3,False,200,6.734277958457824e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,2000,0.002380580828419591,0,0.0092660909047791,0.11583744558515223,0.32093416466674857,Rossler,1.7796335613642529,200.0,10.92
22000,1.796820702938341,0.06549003329944521,3,False,200,9.960593823052477e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,2000,0.0037261337312727333,1,0.005746535743553535,0.1593141735536455,0.45374480009816737,Rossler,1.7796335613642529,200.0,7.49
22000,1.796820702938341,0.11275077763914705,3,False,200,9.761017288838047e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,2000,0.002877138348376476,2,0.014339701097780771,0.2556758331726998,0.46541606611575115,Rossler,0.37372304788649313,42.0,5.16
46000,1.796820702938341,0.030424461651725743,3,False,200,9.943936922354624e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,2000,0.0031983906058807446,0,0.008009579214269154,0.176929547517248,0.5039783093178773,Rossler,1.7796335613642529,200.0,10.2
46000,1.796820702938341,0.036766232380191326,3,False,200,8.730957757506985e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,2000,0.0029302070565328836,1,0.009214693410754498,0.17485581018458068,0.35946579680144647,Rossler,1.7796335613642529,200.0,7.71
46000,1.796820702938341,0.022820898794864455,3,False,200,8.067447626672219e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,2000,0.0025622498374068517,2,0.003743819455989851,0.1529264902642705,0.39994256100543296,Rossler,1.7796335613642529,200.0,7.2
100000,1.796820702938341,0.01287656155485968,3,False,200,1.3159525609808043e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,2000,0.003993431075858453,0,0.01368863757273398,0.14669286215286131,0.5286633452626361,Rossler,1.7796335613642529,200.0,10.57
100000,1.796820702938341,1.2624692057548803,3,False,200,8.619087260740344e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,2000,0.001990121384545496,1,0.014399674799426061,0.4541836947625298,2.531141855114615,Rossler,0.3470285444660293,39.0,10.17
100000,1.796820702938341,0.023214077680419314,3,False,200,1.0525072932068725e-05,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,2000,0.0030160588211689634,2,0.007686016273776828,0.17194152208573552,0.707809847363197,Rossler,1.6283647086482913,183.0,10.27
1000,1.796820702938341,0.01150663277262217,3,False,200,2.4927605973061874e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,8000,0.0011168120644078085,0,0.005120711985898563,0.12006989433305772,0.3689400759870838,Rossler,1.7796335613642529,200.0,13.47
1000,1.796820702938341,0.05098916703965209,3,False,200,4.665793210733682e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,8000,0.0018543301773206648,1,0.005023061559207724,0.2950883799121429,0.6972488238905471,Rossler,0.47160289376152703,53.0,16.71
1000,1.796820702938341,1.218417498846709,3,False,200,4.155368589636055e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,8000,0.0016442667821256638,2,0.005959279454866187,0.5538927208649075,2.568844178756453,Rossler,0.3470285444660293,39.0,15.9
2200,1.796820702938341,0.05039066828853908,3,False,200,1.8839403710444458e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,8000,0.0012480843114116376,0,0.004925672063508596,0.09225598387063155,0.7966202779953101,Rossler,1.7796335613642529,200.0,14.32
2200,1.796820702938341,1.4354803456628744,3,False,200,2.4216410783992616e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,8000,0.0014580214909189148,1,0.004848789824791912,0.26296561187941947,2.451027900748184,Rossler,0.9699002909435178,109.0,11.43
2200,1.796820702938341,0.02573414965519694,3,False,200,1.8320854251214768e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,8000,0.0012530396295686351,2,0.005594311670943615,0.1531651802621476,1.0444704694464428,Rossler,1.7796335613642529,200.0,11.22
4600,1.796820702938341,0.025489996716298712,3,False,200,2.1990393925079845e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,8000,0.0012421265823177763,0,0.003552939252728392,0.1799792593491032,0.3954823756236438,Rossler,1.2902343319890834,145.0,12.42
4600,1.796820702938341,0.011515228670459085,3,False,200,1.2668928984567174e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,8000,0.001004227437831379,1,0.0036864142162135413,0.16023927715606676,1.1109027882192566,Rossler,1.1923544861140494,134.0,14.62
4600,1.796820702938341,2.1674084859798683,3,False,200,1.8794869520206702e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,8000,0.0010195868326293438,2,0.003938353759170724,0.4358335762338524,0.8859324166890309,Rossler,0.26694503420463794,30.0,16.41
10000,1.796820702938341,0.03276978714513477,3,False,200,1.2750695586873918e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,8000,0.000899245013054618,0,0.002421971239777961,0.1631858972251627,1.1354482607852774,Rossler,1.7796335613642529,200.0,17.38
10000,1.796820702938341,0.03708311091037884,3,False,200,1.2911017975056893e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,8000,0.0009916816564115739,1,0.0034319013209094178,0.1506819936322296,0.700233494002887,Rossler,1.7796335613642529,200.0,16.26
10000,1.796820702938341,0.04152208632647869,3,False,200,9.698537023723474e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,8000,0.0007295905991555096,2,0.0026959685675919513,0.07893660670817511,0.7382430905984738,Rossler,1.7796335613642529,200.0,16.66
22000,1.796820702938341,0.01744692246074765,3,False,200,1.1145003390993224e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,8000,0.0009228267919410746,0,0.003337365608955397,0.1505216110950188,0.9700848839242994,Rossler,1.3258270032163684,149.0,19.39
22000,1.796820702938341,0.009789897443163734,3,False,200,1.2888772916994639e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,8000,0.0009380053679717794,1,0.0029634770988251464,0.10182539266396515,0.4751952525046598,Rossler,1.7796335613642529,200.0,20.29
22000,1.796820702938341,1.9993086427951212,3,False,200,1.3100173919156077e-06,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,8000,0.001072593047824083,2,0.0028114904965765145,0.23344985476168498,3.2951049869547915,Rossler,1.1300673114663007,127.00000000000001,21.25
46000,1.796820702938341,0.06280018862332304,3,False,200,6.190973592765659e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,8000,0.0006006475223105494,0,0.00169053302779813,0.10944562466520194,0.7776104838921025,Rossler,1.3525215066368321,152.0,26.17
46000,1.796820702938341,0.009210597253798717,3,False,200,7.271776512425277e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,8000,0.0008004311779145427,1,0.002577718656141642,0.15266324098441406,0.811283055818083,Rossler,1.147863647079943,129.0,26.22
46000,1.796820702938341,0.011218199076515922,3,False,200,6.380297868417983e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,8000,0.000721153823052095,2,0.002662155243719761,0.10398298494947403,0.5297045869392903,Rossler,1.7796335613642529,200.0,26.72
100000,1.796820702938341,0.031991537771465,3,False,200,7.505904409299546e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,8000,0.0007315864610669689,0,0.0021021472149164036,0.2027476408110622,0.4705368651584183,Rossler,1.3258270032163684,149.0,37.4
100000,1.796820702938341,0.06644130279222119,3,False,200,4.0822781284077793e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,8000,0.0004976475591881159,1,0.0018861850921323882,0.09622712923838095,0.7461615865185584,Rossler,1.7796335613642529,200.0,37.34
100000,1.796820702938341,0.027413217582320838,3,False,200,5.911759330956556e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,8000,0.0007465407678417781,2,0.0022775421851154343,0.08102649006924866,0.49834667133710703,Rossler,1.7796335613642529,200.0,39.39
1000,1.796820702938341,0.05998366487107906,3,False,200,3.728557966269364e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,32000,0.000697359281297598,0,0.001617635928424074,0.06649472586351918,0.25673438848463476,Rossler,1.7796335613642529,200.0,47.38
1000,1.796820702938341,0.03318679186342952,3,False,200,7.31875586325259e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,32000,0.0007919176202045885,1,0.0024906770299142145,0.1914998423034237,0.6824868731669508,Rossler,1.1211691436594793,126.0,59.66
1000,1.796820702938341,1.2941585623132223,3,False,200,5.338570858839376e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,1011,32000,0.0005624292941412936,2,0.0015189622364628792,0.5586937937337081,1.6588844100724291,Rossler,0.302537705431923,34.0,47.7
2200,1.796820702938341,0.008520435399680304,3,False,200,1.9159629573550775e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,32000,0.000554531399356291,0,0.0015661742549065213,0.05650057932238427,0.35046114417127555,Rossler,1.7796335613642529,200.0,52.02
2200,1.796820702938341,0.6537827268311791,3,False,200,3.0236942598094177e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,32000,0.0005727225574441987,1,0.0013717814597533462,0.29634113102610066,3.1873032310678635,Rossler,0.7207515923525224,81.0,63.66
2200,1.796820702938341,0.0685289850711021,3,False,200,1.8967657484836308e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,2196,32000,0.00047925811688786276,2,0.0012749836042902612,0.054819952085993426,0.2115471802268337,Rossler,1.7796335613642529,200.0,56.55
4600,1.796820702938341,0.017373004053069293,3,False,200,2.1392688836385788e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,32000,0.0004684499680388272,0,0.0016282563073064186,0.1475901083626536,0.3558299706761318,Rossler,1.3169288354095472,148.0,62.09
4600,1.796820702938341,0.022906349279898975,3,False,200,2.4917078997077626e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,32000,0.0005826655252101981,1,0.0012480702939614526,0.18273979269222645,0.741451152670736,Rossler,1.245743492954977,140.0,61.13
4600,1.796820702938341,0.018748878326575878,3,False,200,2.1441003912059386e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,4611,32000,0.0003791079897512826,2,0.0011775732199124477,0.14949395465966306,0.3802052471060991,Rossler,1.7796335613642529,200.0,48.22
10000,1.796820702938341,0.025334869084724737,3,False,200,1.545217562011203e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,32000,0.0003187678116772103,0,0.001153714399184377,0.06266691311913039,0.35715958085052635,Rossler,1.7796335613642529,200.0,73.49
10000,1.796820702938341,0.036628068806873984,3,False,200,7.423444057508277e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,32000,0.0002384437352495836,1,0.0007516224427458803,0.07197447049985244,0.3940573587742217,Rossler,1.7796335613642529,200.0,94.94
10000,1.796820702938341,0.031590758324423276,3,False,200,1.471648961341998e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,9987,32000,0.00032871022966653743,2,0.001148291829138874,0.021130340807501046,0.23867647944030623,Rossler,1.7796335613642529,200.0,106.0
22000,1.796820702938341,0.029898170169784046,3,False,200,7.042478981134082e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,32000,0.00029306234802812105,0,0.0005815271344796831,0.04716250770811821,0.32911877744760587,Rossler,1.7796335613642529,200.0,81.33
22000,1.796820702938341,0.020814435063771935,3,False,200,6.940367845231776e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,32000,0.00025130920446226246,1,0.0007794171228626261,0.040614487920492263,0.23646617172530915,Rossler,1.7796335613642529,200.0,77.7
22000,1.796820702938341,0.012684192551604587,3,False,200,7.641160632942956e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,21891,32000,0.00027675928631022825,2,0.0008584976709446334,0.02108372102514597,0.3375933953002092,Rossler,1.7796335613642529,200.0,76.35
46000,1.796820702938341,0.014420652926877794,3,False,200,7.019593525114942e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,32000,0.000247131252632012,0,0.0007501806916705636,0.01774719715446274,0.49357274876660745,Rossler,1.7796335613642529,200.0,144.81
46000,1.796820702938341,0.019601134448271763,3,False,200,7.419673974595753e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,32000,0.0003317881320546255,1,0.001185588897501767,0.04517714372069895,0.334808559861941,Rossler,1.7796335613642529,200.0,106.85
46000,1.796820702938341,0.01954559661129768,3,False,200,5.5930987542751606e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,46212,32000,0.0002496168793564504,2,0.00066004300825176,0.06030813675198414,0.2991788306321876,Rossler,1.7796335613642529,200.0,123.58
100000,1.796820702938341,0.05462147592832232,3,False,200,1.305763134951121e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,32000,0.00031241007894918253,0,0.0009374961727074537,0.027654654119543678,0.2847519264289004,Rossler,1.7796335613642529,200.0,182.79
100000,1.796820702938341,0.01710403449837866,3,False,200,6.05054618461054e-08,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,32000,0.0002573176678292761,1,0.0010827495174545684,0.014290727246325992,0.35438575251499455,Rossler,1.7796335613642529,200.0,188.54
100000,1.796820702938341,0.06545517878952196,3,False,200,1.2089566894246673e-07,2.0146095059018845,0.15059688939547888,0.008898167806821265,99843,32000,0.00040774165793791903,2,0.0007800330251850673,0.09262497840933953,0.44219577599722054,Rossler,1.7796335613642529,200.0,203.46
1000,1.7987707234207353,4.158064055374735,3,False,200,1.706007093889639e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,1011,500,0.0071421601309004015,0,0.01573156451547908,0.6607599354213369,0.8291694041969156,Chua,0.9105567313867119,52.0,1.34
1000,1.7987707234207353,8.74928202161758,3,False,200,3.082498253206722e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,1011,500,0.009674543012545542,1,0.020585035046051556,0.7832925832382092,1.9390554314477055,Chua,0.4902997784389987,28.0,1.68
1000,1.7987707234207353,9.044922282312626,3,False,200,2.4848211847711353e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,1011,500,0.01010527021424543,2,0.017053023123371508,0.7700721888365872,0.3948108431987049,Chua,0.5078104848118201,29.000000000000004,1.47
2200,1.7987707234207353,7.46946684486942,3,False,200,1.0770254710223526e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,2196,500,0.011307719202002147,0,0.013228701166396224,0.8276287112685106,2.8916062350650713,Chua,0.45527836569335595,26.0,1.35
2200,1.7987707234207353,4.322742498105929,3,False,200,1.762608911667485e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,2196,500,0.011001461206999075,1,0.01734193206107879,0.8773168316638567,4.003209458610475,Chua,0.3852355402020704,22.0,1.36
2200,1.7987707234207353,0.6352306102342206,3,False,200,1.5893016621703283e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,2196,500,0.011939878078630329,2,0.01741587414884914,0.8508181412108754,0.8526659796986641,Chua,0.4727890720661773,27.0,1.4
4600,1.7987707234207353,8.697009449882001,3,False,200,6.486411519290414e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,4611,500,0.012801965886009042,0,0.014180493008418421,0.7815672776068417,4.418579851984183,Chua,0.3852355402020704,22.0,1.91
4600,1.7987707234207353,8.757686053599164,3,False,200,8.732910857361275e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,4611,500,0.009665398109421332,1,0.013406591975606771,0.6621484029830988,0.6394167890825443,Chua,0.4902997784389987,28.0,2.26
4600,1.7987707234207353,7.039777730400595,3,False,200,1.4338575259898789e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,4611,500,0.009683176931396968,2,0.013402989703299312,0.8463691934546186,0.75987655633245,Chua,0.4027462465748918,23.0,1.53
10000,1.7987707234207353,8.259360844638946,3,False,200,6.404019502951996e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,9987,500,0.009105625848381952,0,0.012125382679682313,0.7192571026568121,0.4628893699014789,Chua,0.6128747230487483,35.0,1.76
10000,1.7987707234207353,8.919194537166284,3,False,200,1.0197464973316529e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,9987,500,0.011136490710538042,1,0.0142005543922276,0.8269066460597251,4.369956355703135,Chua,0.42025695294771315,24.0,1.79
10000,1.7987707234207353,7.6545902686737834,3,False,200,7.304361584829167e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,9987,500,0.009392926493195071,2,0.012079335415155615,0.6030111117162963,0.6996690547952183,Chua,0.595364016675927,34.0,2.05
22000,1.7987707234207353,7.62439826182834,3,False,200,7.720981247985037e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,21891,500,0.011297009357725128,0,0.012379102908087233,0.7638064769277423,3.019267423277421,Chua,0.45527836569335595,26.0,2.53
22000,1.7987707234207353,9.104052630699265,3,False,200,7.36442199558951e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,21891,500,0.009415176671906288,1,0.009501224376309396,0.6190799380687969,0.7074095982956413,Chua,0.5603426039302842,32.0,2.53
22000,1.7987707234207353,8.896283258119503,3,False,200,5.546274391235784e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,21891,500,0.010740797094497382,2,0.011652436663378202,0.6120359133114013,0.6079682331220945,Chua,0.4727890720661773,27.0,2.64
46000,1.7987707234207353,9.171832223257573,3,False,200,1.0451064707012847e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,46212,500,0.010262804883015977,0,0.012500148973546392,0.7631412455304863,1.1447292898320396,Chua,0.4727890720661773,27.0,2.91
46000,1.7987707234207353,7.489996716646361,3,False,200,7.717102220340166e-06,2.10727056025829,1.2301163591725595,0.017510706372821382,46212,500,0.011247450365950182,1,0.0142303679622883,0.7016322741676783,2.764234024799556,Chua,0.45527836569335595,26.0,2.95
46000,1.7987707234207353,8.432358352453598,3,False,200,1.1246454036154318e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,46212,500,0.010876231955073494,2,0.016099547408069303,0.8236004893806944,4.067840364012477,Chua,0.4727890720661773,27.0,2.66
100000,1.7987707234207353,7.34811702940453,3,False,200,1.9159615301759912e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,99843,500,0.01432279337295518,0,0.022374102624260653,0.8500571348622664,2.930246489331525,Chua,0.4027462465748918,23.0,3.52
100000,1.7987707234207353,6.985119572679906,3,False,200,1.2392402844852768e-05,2.10727056025829,1.2301163591725595,0.017510706372821382,99843,500,0.009361960328103833,1,0.01392139226960235,0.7543664927171324,1.7056343941253438,Chua,0.5253211911846415,30.0,4.98
